"","Protein","Min","Max"
"222","A1TWI4",16,157
"223","A1TWI4",16,159
"224","A1TWI4",16,161
"225","A1TWI4",16,162
"226","A1TWI4",237,373
"227","A1TWI4",237,375
"228","A1TWI4",237,377
"229","A1TWI4",237,378
"230","A1TWI4",237,379
"231","A3M8Y8",225,358
"232","Q0VKU8",206,340
"233","Q0VKU8",206,344
"234","Q0VKU8",224,359
"235","Q0VKU8",224,360
"236","Q0VKU8",224,367
"237","A8EV95",211,352
"238","A8EV95",222,352
"239","A8EV95",222,370
"240","A8I264",13,144
"241","A8I264",13,146
"242","A8I264",13,149
"243","A8I264",13,150
"248","A0RLR2",226,359
"249","Q65CN1",227,360
"251","A7ZAW1",227,360
"253","Q6G1K8",220,355
"254","Q1LTV8",224,360
"255","Q1LTV8",224,363
"256","Q1LTV8",224,364
"257","B2IJQ3",220,359
"258","B2IJQ3",220,368
"259","Q494C0",224,363
"260","Q0SNY5",228,357
"261","Q0SNY5",228,358
"262","Q0SNY5",228,364
"264","Q7WDI4",225,360
"265","P53364",228,357
"266","P53364",228,358
"267","P53364",228,364
"269","B5RL05",122,263
"270","B5RL05",228,357
"271","B5RL05",228,364
"272","Q7VSR5",225,360
"273","Q89WP4",224,358
"274","C0QXH9",233,365
"275","C0QXH9",233,377
"276","Q57AJ6",16,146
"277","Q57AJ6",16,150
"278","Q57AJ6",16,152
"279","Q44633",9,140
"280","Q44633",9,143
"281","Q44633",9,145
"282","Q44633",9,148
"287","Q44633",14,140
"288","Q44633",14,143
"289","Q44633",14,145
"290","Q44633",14,148
"291","Q44633",224,358
"292","Q44633",224,360
"293","A4JJ44",16,148
"294","A4JJ44",16,149
"295","A4JJ44",16,152
"296","A4JJ44",16,156
"301","A4JJ44",232,366
"302","A7GYZ1",213,356
"303","A7GYZ1",224,356
"304","A7I145",232,362
"305","A7I145",232,366
"306","A7I145",232,373
"307","A7I145",243,373
"308","A7H372",209,349
"309","A7H372",209,354
"310","A7H372",220,349
"311","A7H372",220,354
"312","A7H372",220,367
"313","A7H372",220,370
"314","Q05FY9",216,350
"315","Q05FY9",216,351
"316","Q05FY9",266,404
"318","Q3ANQ3",234,367
"319","Q3ANQ3",234,373
"320","Q3ANQ3",234,374
"321","Q3B1B4",236,368
"322","Q3B1B4",236,373
"323","Q3B1B4",236,374
"324","Q3B1B4",236,377
"325","A1BCU6",238,371
"326","A1BCU6",238,376
"327","Q1QS99",226,361
"328","A8ACL8",222,357
"329","A7MN03",222,357
"330","Q11TG8",230,362
"331","Q24M98",287,429
"332","Q24M98",287,435
"335","A4J9S1",228,356
"336","A4J9S1",228,362
"338","A1VER5",226,355
"339","A1VER5",226,356
"340","A1VER5",226,357
"341","A1VER5",226,359
"342","A8LPC2",6,139
"343","A8LPC2",6,145
"344","B7UMH3",222,357
"345","Q7U344",30,181
"348","Q7U344",220,355
"349","Q98RJ5",221,353
"350","Q98RJ5",221,357
"351","Q13SH7",16,148
"352","Q13SH7",16,149
"353","Q13SH7",16,152
"354","Q13SH7",16,156
"363","Q13SH7",232,361
"364","Q13SH7",232,366
"365","A9KX19",221,356
"366","Q8E5T7",230,358
"367","Q8DTT8",227,355
"368","Q04KR8",229,357
"369","Q5XCB7",230,358
"370","B1IBH5",229,357
"371","Q2JSU8",231,359
"372","Q2JSU8",231,361
"373","Q2JSU8",231,362
"374","B1XKC3",227,360
"375","B1XKC3",227,361
"376","B1XKC3",227,362
"377","Q7U3V6",227,365
"378","Q0I6N5",233,366
"379","Q3AGU7",227,360
"380","Q3AGU7",227,365
"381","A6LMN4",217,359
"382","Q3SF39",226,355
"383","Q3SF39",226,363
"384","Q10VJ7",232,365
"385","Q10VJ7",232,367
"386","Q10VJ7",232,368
"387","A7N0X8",221,356
"388","A7N0X8",221,360
"389","Q5E8Z9",33,184
"392","Q5E8Z9",223,358
"393","Q8D3I9",9,138
"394","Q8D3I9",9,139
"395","Q8D3I9",9,142
"396","Q8D3I9",9,146
"397","Q8D3I9",222,353
"398","Q8D3I9",222,355
"399","Q73GH3",10,139
"400","Q73GH3",10,142
"401","Q73GH3",10,148
"402","B3CMJ7",10,139
"403","B3CMJ7",10,142
"404","B3CMJ7",10,148
"405","B3CMJ7",285,418
"406","Q9P9U3",226,353
"407","Q9P9U3",226,357
"408","A1JT87",222,357
"409","A6TXE5",229,362
"410","B3ETH9",225,357
"411","B3ETH9",225,358
"412","O67030",221,350
"413","Q6FYB8",220,356
"414","Q2KTI2",225,363
"415","Q662I5",228,357
"416","Q662I5",228,358
"417","Q662I5",228,364
"419","A9IJ97",227,358
"420","A9IJ97",227,365
"421","A1QYX4",122,263
"422","A1QYX4",228,357
"423","A1QYX4",228,358
"424","A1QYX4",228,364
"425","Q8YJS6",16,146
"426","Q8YJS6",16,150
"427","Q8YJS6",16,152
"428","Q058F5",222,357
"429","Q5HUK3",209,349
"430","Q5HUK3",220,349
"431","Q5HUK3",220,367
"432","Q5HUK3",220,370
"433","A9WKE3",220,349
"434","A9WKE3",220,352
"435","A4SGR9",236,371
"436","A4SGR9",236,373
"437","A4SGR9",236,374
"438","A4SGR9",236,376
"439","Q97CW2",229,361
"440","A6M3M5",215,358
"441","A6M3M5",233,364
"442","A0PX77",229,361
"443","A0PX77",229,366
"445","Q899S2",229,361
"446","Q47U36",17,145
"447","Q47U36",17,146
"448","Q47U36",17,149
"449","Q47U36",17,153
"450","Q47U36",229,368
"451","Q47U36",229,374
"452","Q47U36",239,368
"453","Q47U36",239,374
"456","A9NBA7",222,355
"457","A9NBA7",222,359
"458","Q1LH94",15,142
"459","Q1LH94",15,143
"460","Q1LH94",15,146
"461","Q1LH94",15,147
"462","Q1LH94",15,150
"463","Q1LH94",226,364
"464","Q1LH94",226,365
"465","Q46VM0",15,142
"466","Q46VM0",15,143
"467","Q46VM0",15,146
"468","Q46VM0",15,147
"469","Q46VM0",15,150
"470","Q46VM0",226,364
"471","Q46VM0",226,365
"472","B8HSJ3",228,360
"473","B8HSJ3",228,361
"474","B8HSJ3",228,362
"475","Q477Q5",220,349
"476","Q477Q5",220,351
"477","Q477Q5",220,353
"478","B1I6S2",229,360
"479","B1I6S2",229,361
"480","Q6APY7",231,358
"481","Q6APY7",231,360
"482","Q6APY7",231,364
"483","Q6APY7",231,367
"484","Q72D51",226,355
"485","Q72D51",226,356
"486","Q72D51",226,357
"487","Q72D51",226,359
"488","B5YXB0",222,357
"489","Q5FF19",217,356
"490","Q5FF19",217,363
"491","Q820T0",43,176
"493","Q820T0",233,364
"494","Q820T0",233,366
"495","Q820T0",233,369
"498","B0TYD1",220,357
"499","B0TYD1",230,357
"500","B0TYD1",282,414
"502","Q5KU57",230,363
"503","Q746Q3",14,163
"504","Q746Q3",14,168
"505","Q746Q3",226,356
"506","Q746Q3",226,358
"507","Q4QLQ9",220,353
"508","Q4QLQ9",220,355
"509","Q0I0Z2",31,182
"512","Q0I0Z2",221,353
"513","Q0I0Z2",221,355
"514","A1WWE4",236,368
"515","A1WWE4",236,372
"516","Q17ZA7",219,350
"517","A4GAN2",15,146
"518","A4GAN2",15,147
"519","A4GAN2",15,150
"520","A4GAN2",15,154
"521","A4GAN2",15,156
"527","A4GAN2",230,364
"528","Q03N64",231,358
"529","Q03N64",231,364
"530","Q03N64",231,368
"531","Q0BWA8",206,355
"532","Q38UE9",230,363
"533","Q38UE9",230,367
"536","C1D6H7",224,355
"537","C1D6H7",224,359
"538","B0SJ24",228,361
"539","B0SJ24",228,364
"540","Q72VY6",12,146
"541","Q72VY6",226,359
"542","Q926U7",225,356
"543","Q926U7",225,358
"545","Q926U7",225,366
"546","B1HPM3",229,362
"547","Q65VC3",222,357
"548","Q6F2A3",223,354
"549","Q1GXL7",221,352
"550","Q5P9B1",220,349
"551","A8MKR9",92,224
"552","A8MKR9",229,362
"553","Q2NIG1",225,359
"554","Q2NIG1",225,361
"555","Q2NIG1",225,362
"559","A7GVP7",226,359
"560","Q5LG80",226,359
"561","Q5LG80",226,363
"562","Q9RCA7",226,359
"564","A8FJG0",227,360
"566","Q5WAG3",226,356
"567","Q5WAG3",226,359
"568","Q89Z26",226,363
"569","B7J1B2",228,357
"570","B7J1B2",228,358
"571","B7J1B2",228,364
"573","Q7W2J0",225,360
"574","B5RQZ8",122,263
"575","B5RQZ8",228,357
"576","B5RQZ8",228,364
"577","Q2YR11",16,146
"578","Q2YR11",16,150
"579","Q2YR11",16,152
"580","P57132",8,138
"581","P57132",8,140
"582","P57132",8,142
"583","P57132",8,145
"584","P57132",209,350
"585","P57132",209,354
"589","P57132",209,356
"590","P57132",221,354
"591","P57132",221,356
"592","P59569",10,140
"593","P59569",10,141
"594","P59569",10,144
"595","P59569",10,148
"596","P59569",15,140
"597","P59569",15,141
"598","P59569",15,144
"599","P59569",15,148
"600","P59569",225,359
"601","P59569",225,360
"602","O51830",9,138
"603","O51830",9,139
"604","O51830",9,141
"605","O51830",9,143
"606","O51830",9,146
"607","O51830",210,357
"608","O51830",222,357
"609","B1YQJ5",16,148
"610","B1YQJ5",16,149
"611","B1YQJ5",16,152
"612","B1YQJ5",16,156
"617","B1YQJ5",232,366
"618","Q8R6K8",228,361
"620","A7ZCZ1",209,343
"621","A7ZCZ1",209,348
"622","A7ZCZ1",209,353
"623","A7ZCZ1",209,354
"624","A7ZCZ1",220,353
"625","A7ZCZ1",220,354
"626","A0RNG2",206,340
"627","A0RNG2",206,345
"628","A0RNG2",206,350
"629","A0RNG2",206,354
"630","A0RNG2",217,350
"631","A0RNG2",217,354
"633","A0RNG2",217,359
"634","A0RNG2",217,363
"635","A8FM10",209,349
"636","A8FM10",220,349
"637","A8FM10",220,367
"638","A8FM10",220,370
"639","Q3AG56",228,362
"640","Q7NPT9",225,356
"641","A7GJN9",211,356
"642","A7GJN9",229,356
"643","A7GJN9",229,363
"645","A7GJN9",229,368
"646","A5N451",229,361
"647","A3DHY8",227,360
"648","A9KBS9",222,355
"649","A9KBS9",222,359
"650","Q9TLX6",227,356
"651","Q9TLX6",227,364
"653","Q1J154",208,355
"654","Q1J154",208,359
"655","Q30YQ7",232,362
"656","Q30YQ7",232,365
"657","A5EY43",222,357
"658","A7ZTR2",222,357
"659","Q4A647",24,150
"660","Q4A647",24,154
"661","Q4A647",24,156
"664","Q4A647",24,161
"665","Q4A647",24,163
"670","A6LDT9",227,360
"671","A6LDT9",227,363
"672","A6LDT9",227,366
"673","Q121L2",16,153
"674","Q121L2",16,154
"675","Q121L2",16,157
"676","Q121L2",16,158
"677","Q121L2",16,161
"678","Q121L2",16,163
"679","Q121L2",237,367
"680","A2C018",232,367
"681","A2BUG6",15,151
"682","A2BUG6",15,154
"683","A2BUG6",228,364
"684","A2BUG6",233,364
"685","A8GPN6",221,351
"686","A8GPN6",221,356
"687","A8GUF3",6,141
"688","A8GUF3",6,145
"689","A8GUF3",221,351
"690","A8GUF3",221,356
"691","A8GUF3",221,368
"692","A8GUF3",221,372
"695","Q9ZCI1",221,351
"696","Q9ZCI1",221,356
"698","Q9ZCI1",221,359
"699","A7NN19",222,349
"700","Q21DG1",223,359
"701","Q21DG1",223,363
"702","A9MJT6",222,357
"703","Q2S6H2",225,358
"704","Q2S6H2",225,361
"705","Q2S6H2",225,365
"706","Q8Z2N8",222,357
"707","A8G7P7",222,357
"708","A3DAS7",221,356
"709","A3QJT0",221,356
"710","A3QJT0",221,361
"711","A4YCM1",221,356
"712","A1RQE8",221,356
"713","Q97R24",229,357
"714","A3CNB0",229,357
"715","Q5LZW3",228,356
"716","Q30T75",210,353
"717","Q30T75",210,362
"718","Q30T75",221,353
"719","Q30T75",221,362
"720","Q2LSF6",225,358
"721","Q2JIE6",231,359
"722","Q2JIE6",231,361
"723","Q2JIE6",231,362
"724","Q5N638",229,357
"725","Q5N638",229,362
"726","Q5N638",229,363
"727","Q5N638",229,364
"728","Q3AVY3",228,358
"729","Q3AVY3",228,362
"730","P73839",227,356
"731","P73839",227,357
"732","P73839",227,358
"733","P73839",227,359
"734","B0K5N4",228,361
"736","Q72K85",10,143
"737","Q72K85",10,147
"738","Q72K85",10,150
"742","Q31DJ0",223,354
"743","B1GYZ9",205,344
"744","B1GYZ9",205,345
"745","B1GYZ9",205,346
"746","B1GYZ9",223,359
"747","B1GYZ9",233,376
"748","B1GYZ9",233,380
"749","B1GYZ9",233,382
"750","B0V5S5",225,358
"751","A1WDB4",16,145
"752","A1WDB4",16,146
"753","A1WDB4",16,149
"754","A1WDB4",16,151
"755","A1WDB4",16,153
"756","A1WDB4",16,155
"757","A1WDB4",229,368
"758","B0BR82",30,181
"761","B0BR82",220,355
"762","A0KQZ6",221,356
"763","Q3MBM5",231,363
"764","Q3MBM5",231,364
"765","Q3MBM5",231,365
"766","Q5P4P5",226,357
"767","Q5P4P5",226,360
"768","A1KCP8",226,358
"769","A1KCP8",226,361
"770","Q81JD9",226,359
"771","Q64X55",226,359
"772","Q64X55",226,363
"773","Q6HAF2",226,359
"774","A6L6E8",262,400
"775","A9VTM0",226,359
"776","A9IZY1",220,355
"777","Q6MGL5",232,361
"778","Q6MGL5",232,367
"779","Q6MGL5",232,370
"780","Q7VQV3",225,366
"781","B7NR09",222,357
"782","B2VCE7",222,357
"783","A7HK07",232,361
"784","A5FGE0",227,361
"785","A5FGE0",227,368
"786","Q39PQ9",227,354
"787","Q39PQ9",227,357
"788","Q39PQ9",227,358
"789","Q39PQ9",227,361
"790","A5G9V3",226,355
"791","A5G9V3",226,363
"792","A0M2N6",227,364
"793","A0M2N6",227,365
"794","A0M2N6",227,366
"795","A0M2N6",227,369
"796","Q2S6M6",10,138
"797","Q2S6M6",10,139
"798","Q2S6M6",10,142
"799","Q2S6M6",10,146
"800","Q2S6M6",222,357
"801","Q2S6M6",222,359
"802","C4K7P4",14,140
"803","C4K7P4",14,141
"804","C4K7P4",14,144
"805","C4K7P4",14,148
"806","C4K7P4",224,358
"807","C4K7P4",224,360
"808","Q7VJY2",229,362
"809","A6T4D6",15,145
"810","A6T4D6",15,146
"811","A6T4D6",15,149
"812","A6T4D6",15,151
"813","A6T4D6",15,153
"814","A6T4D6",15,155
"821","A6T4D6",229,363
"822","B5XZP4",222,357
"823","Q1IHC2",227,356
"824","Q1IHC2",227,359
"825","Q1IHC2",227,363
"826","Q047F9",230,360
"827","Q047F9",230,362
"828","Q1MPF1",225,353
"829","Q1MPF1",225,358
"830","Q04W28",12,146
"831","Q04W28",226,359
"832","B1Y0F6",16,152
"833","B1Y0F6",16,153
"834","B1Y0F6",16,156
"835","B1Y0F6",16,157
"836","B1Y0F6",16,160
"837","B1Y0F6",16,162
"838","B1Y0F6",236,371
"839","B1Y0F6",236,374
"840","B1Y0F6",236,375
"841","B1Y0F6",236,381
"842","Q71VV0",225,356
"843","Q71VV0",225,358
"845","Q71VV0",225,366
"846","A0LE48",238,370
"847","A1U7J3",222,358
"848","A1U7J3",222,359
"849","A1U7J3",222,361
"850","A1U7J3",222,362
"851","A6W3V0",227,360
"852","A6W3V0",227,362
"853","Q602M5",11,140
"854","Q602M5",11,143
"855","Q602M5",11,147
"856","B0JVV0",228,358
"857","B0JVV0",228,359
"858","A5IXJ1",7,140
"859","A5IXJ1",7,144
"862","A5IXJ1",33,174
"863","Q7NAD9",227,363
"864","Q6KH82",31,164
"866","Q6KH82",34,164
"868","Q6KH82",36,164
"869","Q6KH82",221,360
"870","Q6KH82",221,361
"871","Q5F529",33,170
"872","Q5F529",33,171
"877","Q5F529",222,350
"878","Q5F529",222,353
"879","Q82XA1",221,352
"880","Q2Y5A9",221,354
"881","Q2Y5A9",221,358
"882","A6WX76",16,146
"883","A6WX76",16,150
"884","A6WX76",16,152
"885","B1ZWP5",222,353
"886","Q6CYQ9",222,357
"887","A1AV43",226,354
"888","A1AV43",226,356
"889","A1AV43",226,359
"890","Q4FNR7",220,358
"891","Q181S7",227,355
"892","Q181S7",227,360
"893","Q7MAX1",222,357
"894","Q7MAX1",222,360
"895","A2BNY4",228,363
"896","A2BNY4",233,363
"897","A2BNY4",296,436
"899","Q02DE1",222,358
"900","Q02DE1",222,362
"901","Q1I2H5",222,358
"902","Q3IK56",222,355
"903","Q3IK56",222,357
"904","Q3IK56",222,360
"905","A4Y199",222,356
"906","A4Y199",222,358
"907","A4Y199",222,361
"908","Q3K429",222,356
"909","Q3K429",222,358
"910","Q3K429",222,361
"911","A4VS81",222,356
"912","A4VS81",222,358
"913","A4VS81",222,361
"914","B3PS53",13,143
"915","B3PS53",13,148
"916","Q2K2S0",11,141
"917","Q2K2S0",11,146
"918","Q1MA18",13,143
"919","Q1MA18",13,148
"920","Q98DZ0",12,142
"921","Q98DZ0",12,146
"922","Q21CM0",224,353
"923","Q21CM0",224,355
"924","Q21CM0",224,356
"925","Q21CM0",224,362
"926","A8EZV9",6,141
"927","A8EZV9",6,145
"928","A8EZV9",221,351
"929","A8EZV9",221,356
"930","Q4UK70",256,386
"931","Q4UK70",256,391
"933","Q4UK70",256,394
"934","Q4UK70",256,395
"935","Q4UK70",256,403
"936","Q4UK70",256,407
"937","Q68VZ0",221,351
"938","Q68VZ0",221,356
"939","A6WUK3",221,356
"940","A0KR31",221,356
"941","A8FP41",221,356
"942","Q0HPE7",221,356
"943","B1KQ64",221,356
"944","Q2NQ72",222,357
"945","Q2NQ72",222,360
"946","Q49UI4",227,360
"947","A8AXP0",229,357
"948","Q99ZU0",230,358
"949","Q03KR8",228,356
"950","A8Z5X0",225,356
"951","A6QAL0",213,356
"952","A6QAL0",224,356
"953","A6QAL0",224,369
"954","Q67J33",227,361
"955","P0C8N9",228,370
"956","P0C8N9",228,373
"957","Q0ATU5",227,361
"958","B0K8H9",228,361
"960","B1L9N6",6,136
"961","B1L9N6",6,140
"962","B1L9N6",82,224
"963","B1L9N6",217,352
"964","A9NE34",32,168
"965","A9NE34",225,357
"966","A9NE34",225,361
"967","Q6F6L1",233,366
"968","A3N2D8",30,181
"971","A3N2D8",220,355
"972","A6VQS6",30,181
"975","A6VQS6",220,355
"976","A4STS4",221,356
"977","A5UD71",220,353
"978","A5UD71",220,355
"979","B0TAB6",228,360
"980","B0TAB6",228,362
"981","Q040F3",230,362
"982","A2RP37",228,356
"983","A2RP37",228,364
"985","Q033L0",37,174
"986","Q033L0",212,355
"987","Q033L0",230,362
"988","Q033L0",230,367
"989","Q88RX5",36,173
"990","Q88RX5",230,357
"991","Q88RX5",230,361
"992","Q88RX5",230,363
"993","Q6MUE7",223,354
"994","Q9JWB7",33,170
"997","Q9JWB7",222,350
"998","Q9JWB7",222,353
"999","Q2GD53",6,138
"1000","Q2GD53",6,140
"1001","Q2GD53",6,144
"1002","Q3J6L9",230,361
"1003","Q3J6L9",230,365
"1004","A5CFM7",223,365
"1005","A1VUS4",16,153
"1006","A1VUS4",16,154
"1007","A1VUS4",16,157
"1008","A1VUS4",16,158
"1009","A1VUS4",16,161
"1010","A1VUS4",16,163
"1011","Q7MVZ2",233,366
"1012","A3PAQ7",228,363
"1013","A3PAQ7",233,363
"1014","A3PAQ7",296,436
"1016","Q46HI4",232,367
"1017","Q15MS9",228,363
"1018","Q15MS9",228,365
"1019","Q9HT07",222,358
"1020","Q9HT07",222,362
"1021","Q4K396",222,356
"1022","Q4K396",222,358
"1023","Q4K396",222,360
"1024","Q4K396",222,361
"1025","Q4K396",222,364
"1026","A8F732",219,353
"1027","Q87TS2",222,356
"1028","Q87TS2",222,358
"1029","Q87TS2",222,361
"1030","A5WI36",223,369
"1031","Q7UJI3",228,366
"1032","Q7UJI3",228,367
"1033","Q7UJI3",228,369
"1034","Q7UJI3",228,375
"1035","Q2J357",204,344
"1036","Q2J357",204,345
"1037","Q92GE8",221,351
"1038","Q92GE8",221,356
"1039","Q92GE8",221,368
"1040","Q92GE8",221,372
"1041","P0C8P1",228,370
"1042","P0C8P1",228,373
"1043","A1WSU0",14,151
"1044","A1WSU0",14,152
"1045","A1WSU0",14,155
"1046","A1WSU0",14,157
"1047","A1WSU0",14,159
"1048","A1WSU0",14,161
"1049","A1WSU0",235,371
"1050","A1WSU0",235,372
"1051","A1WSU0",235,376
"1052","A1WSU0",235,378
"1053","A1WSU0",235,381
"1054","Q7MQK6",221,356
"1055","Q7M901",228,361
"1056","Q5GTQ0",10,139
"1057","Q5GTQ0",10,142
"1058","Q5GTQ0",10,148
"1059","Q5GTQ0",223,359
"1060","Q879S5",226,353
"1061","Q879S5",226,357
"1062","A7FPC2",222,357
