"","Protein","Min","Max"
"183","P18589",74,307
"184","P18589",74,314
"185","P18589",74,320
"189","Q8JH68",43,283
"190","Q8JH68",43,289
"193","Q28379",76,316
"194","Q28379",76,318
"195","Q28379",76,322
"199","Q7T2P0",40,285
"200","Q7T2P0",40,291
"201","P18588",67,307
"202","P18588",67,313
"205","Q9WVP9",69,309
"206","Q9WVP9",69,315
"209","Q91196",40,280
"210","Q91196",40,286
"213","A7VK00",121,359
"214","A7VK00",121,365
"215","A7VK00",164,403
"216","A7VK00",164,405
"217","A7VK00",164,408
"218","A7VK00",164,410
"219","Q800G5",49,289
"220","Q800G5",49,295
"223","P33237",71,311
"224","P33237",71,317
"227","Q91197",40,280
"228","Q91197",40,286
"231","Q9N0Y3",72,312
"232","Q9N0Y3",72,318
"235","P20592",124,363
"236","P20592",124,369
"239","P20592",285,517
"240","P20592",285,521
"241","P20592",285,528
"242","Q91192",40,280
"243","Q91192",40,286
"246","Q9N0Y2",124,363
"247","Q9N0Y2",124,369
"250","Q2KTC2",39,279
"251","Q2KTC2",39,285
"254","Q6TN15",39,279
"255","Q6TN15",39,285
"258","Q5I2P5",124,362
"259","Q5I2P5",124,368
"260","Q5I2P5",162,411
"261","Q80U63",102,324
"262","Q80U63",102,326
"263","Q80U63",318,545
"264","Q8BZ98",82,311
"266","Q8BZ98",463,695
"267","Q8BZ98",463,700
"268","Q8BZ98",463,701
"269","Q8BZ98",512,732
"270","Q8BZ98",512,740
"271","Q8BZ98",512,744
"272","Q8BZ98",512,746
"277","Q8BZ98",512,754
"278","Q8BZ98",512,759
"279","Q8BZ98",512,762
"280","Q8BZ98",527,754
"281","Q8BZ98",527,759
"282","Q8BZ98",527,762
"286","P21575",82,321
"288","P42697",40,279
"289","P42697",40,282
"290","P42697",40,287
"291","P42697",50,279
"292","P42697",50,282
"293","P42697",50,287
"300","P42697",202,429
"301","P42697",202,439
"302","Q9ZP55",71,293
"303","Q9ZP55",71,305
"305","Q9ZP55",71,314
"306","Q9ZP55",71,315
"307","Q9ZP55",71,317
"308","Q8LF21",41,276
"309","Q8LF21",41,280
"310","Q8LF21",41,283
"311","Q8LF21",41,288
"312","Q9FNX5",46,281
"313","Q9FNX5",46,285
"314","Q9FNX5",46,288
"315","Q9FNX5",46,293
"316","Q08DF4",82,321
"318","Q08877",82,311
"320","Q08877",537,760
"321","Q08877",537,765
"322","Q08877",537,768
"323","P27619",505,755
"324","P27619",510,755
"325","Q8LFT2",49,297
"326","Q8S3C9",41,280
"327","Q8S3C9",41,283
"328","Q8S3C9",41,288
"329","Q9SE83",44,270
"330","Q9SE83",44,274
"331","Q9SE83",44,278
"332","Q9SE83",44,283
"337","Q9SE83",469,709
"338","Q9SE83",469,711
"339","Q9SE83",469,714
"340","Q9SE83",595,828
"341","Q9SE83",595,831
"342","Q9SE83",595,835
"343","Q9SE83",595,836
"344","Q9SE83",595,838
"345","Q9SE83",595,840
"346","Q9SE83",595,843
"361","Q9SE83",600,828
"362","Q9SE83",600,831
"363","Q9SE83",600,835
"364","Q9SE83",600,836
"365","Q9SE83",600,838
"366","Q9SE83",600,840
"367","Q9SE83",600,843
"382","Q9LQ55",44,270
"383","Q9LQ55",44,274
"384","Q9LQ55",44,278
"385","Q9LQ55",44,283
"390","Q9LQ55",537,760
"391","Q9LQ55",537,770
"394","Q9LQ55",602,835
"395","Q9LQ55",602,838
"396","Q9LQ55",602,842
"397","Q9LQ55",602,843
"398","Q9LQ55",602,850
"409","Q9LQ55",607,835
"410","Q9LQ55",607,838
"411","Q9LQ55",607,842
"412","Q9LQ55",607,843
"413","Q9LQ55",607,850
"424","Q2TA68",105,355
"425","Q2TA68",105,356
"426","Q2TA68",109,355
"427","Q2TA68",109,356
"428","Q2TA68",110,355
"429","Q2TA68",110,356
"432","Q2TA68",294,531
"433","Q2TA68",294,534
"434","Q2TA68",294,544
"435","Q2TA68",294,545
"436","Q2TA68",498,733
"437","Q2TA68",498,735
"438","Q2TA68",498,741
"439","Q2TA68",498,742
"440","Q5U3A7",300,540
"441","Q5U3A7",300,550
"442","Q5U3A7",300,551
"443","Q5RAM3",105,355
"444","Q5RAM3",105,356
"445","Q5RAM3",109,355
"446","Q5RAM3",109,356
"447","Q5RAM3",110,355
"448","Q5RAM3",110,356
"451","Q5RAM3",294,531
"452","Q5RAM3",294,534
"453","Q5RAM3",294,544
"454","Q5RAM3",294,545
"455","Q5RAM3",498,733
"456","Q5RAM3",498,735
"457","Q5RAM3",498,741
"458","Q5RAM3",498,742
"459","O93248",306,545
"460","O93248",306,555
"461","O93248",306,556
"462","O60313",105,355
"463","O60313",105,356
"464","O60313",109,355
"465","O60313",109,356
"466","O60313",110,355
"467","O60313",110,356
"470","O60313",294,531
"471","O60313",294,534
"472","O60313",294,544
"473","O60313",294,545
"474","O60313",498,733
"475","O60313",498,735
"476","O60313",498,741
"477","O60313",498,742
"478","Q8R491",23,258
"479","Q8R491",23,271
"480","Q9USY7",160,391
"481","Q9USY7",160,398
"482","Q9USY7",160,400
"483","Q9USY7",160,402
"487","Q9USY7",160,410
"496","O18412",92,312
"497","Q23424",106,336
"498","Q23424",106,343
"499","Q23424",106,359
"503","Q5F499",104,324
"504","Q5F499",104,326
"505","Q5F499",104,334
"506","Q5F499",311,548
"507","Q5F499",311,551
"508","Q5F499",311,561
"509","Q5F499",311,562
"510","Q5F499",515,750
"511","Q5F499",515,752
"512","Q5F499",515,758
"513","Q5F499",515,759
"514","P13666",600,833
"515","Q90577",164,396
"516","Q7TQ48",152,395
"517","Q7TQ48",152,399
"520","Q7TQ48",159,395
"521","Q7TQ48",159,399
"526","Q7TQ48",602,835
"527","Q86TD4",624,857
"528","Q39821",40,279
"529","Q39821",40,282
"530","Q39821",40,287
"531","Q39821",50,279
"532","Q39821",50,282
"533","Q39821",50,287
"537","Q39821",202,426
"538","Q39821",202,430
"539","Q39821",202,438
"540","Q39821",202,441
"541","Q54MH8",418,656
"542","Q54MH8",418,660
"543","Q55F94",223,471
"544","Q55AX0",616,856
"545","Q55AX0",616,862
"546","Q55AX0",616,866
"547","Q55AX0",616,870
"552","O00429",85,320
"553","O00429",85,329
"554","O00429",90,320
"555","O00429",90,329
"556","O00429",231,461
"558","B2IZD3",75,303
"559","B2IZD3",75,317
"562","B2IZD3",118,347
"563","B2IZD3",118,349
"564","Q2KIA5",98,333
"565","Q2KIA5",98,342
"566","Q2KIA5",103,333
"567","Q2KIA5",103,342
"568","Q2KIA5",244,474
"570","Q7SXN5",84,318
"571","Q7SXN5",84,319
"572","Q7SXN5",84,328
"573","Q7SXN5",89,318
"574","Q7SXN5",89,319
"575","Q7SXN5",89,328
"576","P54861",121,349
"577","P54861",121,356
"578","P54861",121,362
"579","P54861",121,363
"580","Q84N64",54,301
"581","Q84N64",54,303
"582","Q9NZN4",51,258
"584","Q9NZN4",155,372
"585","Q9QXY6",23,233
"586","Q9QXY6",23,238
"587","P39052",37,248
"588","P39052",37,249
"589","P39052",37,251
"590","P39052",37,252
"595","Q05193",37,248
"596","Q05193",37,249
"597","Q05193",37,251
"598","Q05193",37,252
"603","Q9UQ16",37,248
"604","Q9UQ16",37,249
"605","Q9UQ16",37,252
"609","Q9UQ16",537,732
"610","Q9UQ16",537,736
"611","Q9NZN3",23,233
"612","Q9NZN3",23,238
"613","Q9NZN3",155,368
"614","Q9NZN3",155,375
"615","P39053",37,248
"616","P39053",37,249
"617","P39053",37,251
"618","P39053",37,252
"623","P39054",37,248
"624","P39054",37,249
"625","P39054",37,251
"626","P39054",37,252
"631","Q94464",106,325
"632","Q94464",106,327
"635","Q9H223",158,375
"636","Q8BH64",51,258
"638","Q8BH64",155,372
"639","P39055",39,250
"640","P39055",39,251
"641","P39055",39,254
"645","P39055",49,250
"646","P39055",49,251
"647","P39055",49,254
"651","P39055",49,265
"652","P39055",49,269
"655","Q7YU24",143,344
"656","P20591",76,290
"657","P20591",76,292
"658","P20591",76,293
"662","P79135",65,279
"663","P79135",65,282
"666","P09922",42,256
"667","P09922",42,259
"670","P09922",218,428
"671","P09922",218,433
"672","Q811U4",81,283
"673","Q811U4",297,503
"674","P32266",109,313
"675","P32266",216,430
"676","P32266",216,433
"677","P32266",216,434
"681","P32266",231,430
"682","P32266",231,433
"683","P32266",231,434
"684","P32266",231,441
"685","P32266",231,448
"687","Q8R4Z9",81,283
"688","Q8R4Z9",297,503
"689","P27594",76,291
"690","P27594",76,292
"691","P27594",76,294
"695","Q90597",120,334
"696","Q90597",120,337
"699","A6H7I5",37,249
"700","A6H7I5",37,251
"701","A6H7I5",37,252
"705","Q9EQP2",158,375
"706","Q4V8H8",51,258
"708","Q4V8H8",155,372
"709","Q84XF3",40,243
"710","Q84XF3",40,244
"711","Q84XF3",40,250
"713","Q84XF3",40,254
"714","Q84XF3",40,255
"715","Q84XF3",50,250
"716","Q84XF3",50,254
"717","Q84XF3",50,255
"718","Q84XF3",50,267
"723","P87320",269,486
"724","P87320",284,486
"725","Q4ADG8",74,291
"727","A1E2I4",76,290
"728","A1E2I4",76,292
"729","A1E2I4",76,293
"733","Q4ADG7",74,291
"735","Q5R5G3",76,290
"736","Q5R5G3",76,292
"737","Q5R5G3",76,293
"741","Q9BDI7",121,333
"742","Q9BDI7",121,334
"743","Q9BDI7",121,336
"744","Q9BDI7",159,380
"745","Q9BDI7",424,626
"746","Q9BDI7",424,633
"747","Q9BDI7",429,626
"748","Q9BDI7",429,633
"749","P33238",137,352
"750","P33238",137,354
"753","P33238",177,392
"754","Q6PW23",39,253
"755","Q6PW23",39,256
"758","Q000A9",39,253
"759","Q000A9",39,256
"762","Q000A9",278,477
"763","Q000A9",278,478
"764","Q000A9",278,481
"765","P20593",41,255
"766","P20593",41,258
"769","Q5U752",39,253
"770","Q5U752",39,254
"771","Q5U752",39,256
"775","P18590",74,288
"776","P18590",74,289
"777","P18590",74,291
"781","Q800G8",43,260
"783","Q800G8",282,482
"784","Q800G8",282,485
"785","Q6DKF0",49,266
"787","Q4ADG6",74,291
"789","Q4U4N4",38,252
"791","Q6TKS7",49,269
"793","P18589",74,288
"794","P18589",74,289
"795","P18589",74,291
"799","Q8JH68",43,260
"801","Q28379",76,290
"802","Q28379",76,291
"803","Q28379",76,293
"807","Q7T2P0",40,259
"808","Q7T2P0",40,262
"809","P18588",67,281
"810","P18588",67,282
"811","P18588",67,284
"815","Q9WVP9",69,283
"816","Q9WVP9",69,286
"819","Q91196",40,254
"820","Q91196",40,257
"823","A7VK00",121,333
"824","A7VK00",121,334
"825","A7VK00",121,336
"826","A7VK00",164,378
"827","A7VK00",164,380
"828","Q800G5",49,266
"830","P33237",71,285
"831","P33237",71,288
"834","Q91197",40,254
"835","Q91197",40,257
"838","Q9N0Y3",72,286
"839","Q9N0Y3",72,287
"840","Q9N0Y3",72,289
"844","P20592",124,337
"845","P20592",124,338
"846","P20592",124,340
"850","Q91192",40,254
"851","Q91192",40,257
"854","Q9N0Y2",124,337
"855","Q9N0Y2",124,338
"856","Q9N0Y2",124,340
"860","Q2KTC2",39,253
"861","Q2KTC2",39,256
"864","Q6TN15",39,253
"865","Q6TN15",39,256
"868","Q5I2P5",124,336
"869","Q5I2P5",124,337
"870","Q5I2P5",124,339
"871","Q5I2P5",162,383
"872","Q80U63",102,304
"873","Q80U63",318,522
"874","Q80U63",318,524
"875","P50570",37,248
"876","P50570",37,249
"877","P50570",37,251
"878","P50570",37,252
"883","Q8BZ98",37,248
"884","Q8BZ98",37,249
"885","Q8BZ98",37,252
"889","Q8BZ98",512,711
"890","Q8BZ98",512,714
"893","Q8BZ98",512,726
"894","Q8BZ98",512,730
"896","Q8BZ98",527,726
"897","Q8BZ98",527,730
"898","Q8BZ98",527,732
"902","P21575",37,248
"903","P21575",37,249
"904","P21575",37,251
"905","P21575",37,252
"910","P42697",40,254
"911","P42697",40,255
"912","P42697",50,254
"913","P42697",50,255
"918","Q8LF21",41,255
"919","Q8LF21",41,256
"920","Q9FNX5",46,261
"921","Q08DF4",37,248
"922","Q08DF4",37,249
"923","Q08DF4",37,251
"924","Q08DF4",37,252
"929","Q08877",37,248
"930","Q08877",37,249
"931","Q08877",37,252
"935","Q08877",537,732
"936","Q08877",537,736
"937","Q08877",537,738
"938","P27619",32,244
"939","P27619",32,246
"940","P27619",32,247
"944","P27619",42,244
"945","P27619",42,246
"946","P27619",42,247
"950","P27619",42,258
"951","P27619",42,262
"954","P27619",505,723
"955","P27619",505,727
"956","P27619",510,723
"957","P27619",510,727
"958","Q8LFT2",49,267
"959","Q8LFT2",49,270
"960","Q8LFT2",49,273
"961","Q8S3C9",41,256
"962","Q9SE83",44,244
"963","Q9SE83",44,245
"964","Q9SE83",44,247
"965","Q9SE83",44,250
"966","Q9SE83",44,252
"972","Q9SE83",595,804
"973","Q9SE83",595,805
"974","Q9SE83",595,808
"981","Q9SE83",600,804
"982","Q9SE83",600,805
"983","Q9SE83",600,808
"990","Q9LQ55",44,244
"991","Q9LQ55",44,245
"992","Q9LQ55",44,247
"993","Q9LQ55",44,250
"994","Q9LQ55",44,253
"1000","Q9LQ55",537,740
"1002","Q9LQ55",602,811
"1003","Q9LQ55",602,812
"1004","Q9LQ55",602,815
"1011","Q9LQ55",607,811
"1012","Q9LQ55",607,812
"1013","Q9LQ55",607,815
"1020","Q2TA68",105,324
"1021","Q2TA68",105,331
"1022","Q2TA68",109,324
"1023","Q2TA68",109,331
"1024","Q2TA68",110,324
"1025","Q2TA68",110,331
"1028","Q2TA68",294,507
"1029","Q2TA68",294,508
"1030","Q2TA68",294,510
"1031","Q2TA68",294,512
"1032","Q2TA68",498,707
"1033","Q2TA68",498,716
"1034","Q5U3A7",300,512
"1035","Q5U3A7",300,516
"1036","Q5U3A7",300,519
"1037","Q5RAM3",105,324
"1038","Q5RAM3",105,331
"1039","Q5RAM3",109,324
"1040","Q5RAM3",109,331
"1041","Q5RAM3",110,324
"1042","Q5RAM3",110,331
"1045","Q5RAM3",294,507
"1046","Q5RAM3",294,508
"1047","Q5RAM3",294,510
"1048","Q5RAM3",294,512
"1049","Q5RAM3",498,707
"1050","Q5RAM3",498,716
"1051","O93248",306,517
"1052","O93248",306,521
"1053","O93248",306,524
"1054","O60313",105,324
"1055","O60313",105,331
"1056","O60313",109,324
"1057","O60313",109,331
"1058","O60313",110,324
"1059","O60313",110,331
"1062","O60313",294,507
"1063","O60313",294,508
"1064","O60313",294,510
"1065","O60313",294,512
"1066","O60313",498,707
"1067","O60313",498,716
"1068","Q8R491",23,233
"1069","Q8R491",23,238
"1070","Q9USY7",160,367
"1071","Q9USY7",160,376
"1073","Q9USY7",160,380
"1078","P38297",275,472
"1079","P38297",275,476
"1080","O18412",92,287
"1081","O18412",92,296
"1082","Q23424",106,316
"1083","Q23424",106,317
"1084","Q23424",106,323
"1085","Q23424",106,326
"1090","Q5F499",104,297
"1091","Q5F499",311,524
"1092","Q5F499",311,525
"1093","Q5F499",311,527
"1094","Q5F499",311,530
"1095","Q5F499",515,724
"1096","Q5F499",515,733
"1097","Q7TQ48",152,369
"1099","Q7TQ48",159,369
"1102","Q39821",40,254
"1103","Q39821",40,255
"1104","Q39821",50,254
"1105","Q39821",50,255
"1108","Q55F94",223,440
"1109","Q55AX0",616,831
"1110","Q55AX0",616,832
"1111","Q55AX0",616,833
"1112","Q55AX0",616,835
"1113","Q55AX0",616,837
"1114","Q55AX0",616,838
"1115","Q55AX0",616,839
"1123","O00429",231,427
"1125","B2IZD3",118,326
"1126","B2IZD3",118,328
"1127","Q2KIA5",244,440
"1129","P54861",121,325
"1130","Q84N64",54,272
