"","Protein","Min","Max"
"509","A8MFA8",229,362
"510","B4RXT8",376,509
"511","B8JFY6",458,591
"512","B8JFY6",649,780
"513","A7H9F3",477,610
"514","Q2GKQ2",330,463
"515","B4UHG0",453,586
"516","B4UHG0",644,775
"517","A0JUU0",469,606
"518","A8IG20",563,697
"519","A1K7B9",448,581
"520","A1K7B9",639,770
"521","A6L030",510,644
"522","B8DW43",445,582
"523","B3DQF0",476,613
"524","Q2KXY7",543,676
"525","Q2KXY7",734,864
"526","Q65ZX2",389,522
"527","Q65ZX2",580,711
"528","Q65ZX2",580,712
"529","Q65ZX2",585,711
"530","Q65ZX2",585,712
"531","Q7W9A5",478,611
"532","Q7W9A5",669,799
"533","A5E866",425,560
"534","A0K6X5",479,612
"535","Q8RA37",217,350
"536","Q8RA37",408,539
"537","A0RQZ4",47,167
"538","A0RQZ4",345,478
"539","A7I3V0",421,554
"540","A7H1L5",361,494
"541","Q9AC25",259,387
"543","Q9AC25",264,387
"544","Q9AC25",513,647
"545","Q9AC25",513,649
"546","Q11BC8",362,495
"547","Q5L627",388,521
"548","Q823F2",401,534
"549","Q3B1Z8",420,554
"550","B3QQI2",444,578
"551","A1BDF1",496,630
"552","B3QUN2",599,733
"553","B0BB83",409,542
"554","Q7NY13",265,390
"555","Q7NY13",270,390
"557","Q7NY13",472,605
"558","Q97I51",201,334
"559","Q97I51",392,523
"560","A6LSQ4",202,335
"561","A5I4J3",195,328
"562","Q0TPR7",186,319
"563","Q0TPR7",377,508
"564","Q47D94",412,545
"565","A5FQR6",109,242
"566","A5FQR6",300,434
"568","C1CUQ9",116,249
"569","B8FCY5",547,680
"570","B8FCY5",738,869
"573","B8FCY5",738,877
"574","B8FCY5",748,869
"575","B8FCY5",748,877
"578","C0QHM2",526,659
"579","C0QHM2",761,882
"580","A4J5X2",493,626
"581","A1VG83",375,506
"582","A1VG83",387,506
"583","A1VG83",586,719
"584","A8LQ56",337,471
"585","A8LQ56",529,661
"586","Q3YS01",354,488
"587","Q3YS01",557,684
"588","Q5HB61",364,498
"589","C4Z5N7",448,581
"590","C4Z5N7",649,779
"591","B0S1E5",273,406
"592","A6GWV8",266,394
"593","A6GWV8",473,607
"594","Q2J728",563,700
"595","A8L6F4",547,684
"596","Q5NIL7",353,486
"597","Q5NIL7",544,674
"598","B5EI57",494,627
"599","B3EAE7",457,590
"600","B3EAE7",648,779
"601","Q74CT3",391,524
"602","Q74CT3",582,713
"603","A5UBT6",343,477
"604","A5UBT6",535,666
"605","A1WXV1",398,531
"606","A1WXV1",589,720
"607","Q17WQ8",448,581
"608","Q17WQ8",649,770
"609","A4G7S7",449,582
"610","A4G7S7",525,649
"612","Q0C5Z5",355,489
"613","Q0C5Z5",557,682
"614","Q28WF7",329,463
"615","Q9ZF28",403,536
"616","Q9ZF28",403,538
"617","B3WER5",452,585
"618","Q049V5",334,467
"619","Q5ZRV4",376,509
"620","Q5ZRV4",567,698
"621","Q6AG49",417,554
"622","Q6AG49",704,829
"623","B0SQH4",422,555
"624","Q72NX3",377,510
"625","B1MZH4",349,482
"626","Q71ZZ7",291,424
"627","A1U600",352,485
"628","A1U600",543,679
"629","A1U600",553,679
"630","A1U600",631,757
"632","A6VU29",362,495
"633","A6VU29",641,767
"635","Q1GXD6",415,548
"636","A2SH40",456,589
"637","Q7NBZ4",126,259
"638","A4TCF8",434,571
"639","Q4A7E2",119,252
"640","Q9Z5I9",428,565
"641","Q6KID8",120,253
"642","Q8EWU0",134,267
"643","Q8EWU0",366,484
"644","Q98R05",120,253
"645","A0PQC4",449,586
"646","A1T7H8",434,571
"647","B2A397",179,312
"648","B4RMZ3",451,584
"649","B4RMZ3",652,773
"650","Q82WD0",399,532
"651","Q82WD0",600,719
"653","Q2Y7W2",386,519
"654","A6Q226",350,483
"655","Q5YSC6",473,610
"656","B2J955",558,695
"657","Q2G5E7",382,516
"658","A6WWW5",470,603
"659","A1R516",458,595
"660","Q03FS3",427,560
"661","A1AMM1",429,562
"662","A1AMM1",620,751
"663","Q4FNM9",246,379
"664","C0QTL9",387,521
"665","B1XV89",423,556
"666","A3PEY3",614,751
"667","A3PEY3",819,943
"669","A8G6Z5",618,755
"670","A8G6Z5",823,947
"671","A9BCI5",613,750
"672","A9BCI5",818,942
"673","Q318P8",628,765
"674","Q318P8",833,957
"675","B4F2B9",423,556
"676","Q7UZZ9",669,806
"677","Q7UZZ9",874,998
"678","Q46J13",683,820
"679","Q46J13",888,1012
"680","Q48E77",351,484
"681","A6VCK1",345,478
"682","B8HG54",455,592
"683","C3K259",349,482
"684","Q2NW23",401,534
"685","Q01W31",507,640
"686","Q01W31",698,829
"687","Q01W31",708,829
"688","B9DPF5",217,350
"689","P0A3K6",436,569
"690","P55875",560,693
"691","P0A3K7",436,569
"692","Q8CJQ8",534,671
"693","B4U1E8",456,589
"694","B1VYN5",539,676
"695","Q8DVP9",426,559
"696","B5E266",440,573
"697","Q8NZU7",462,595
"698","B8ZM93",440,573
"699","C0MDY5",468,601
"700","Q5M1B9",453,586
"701","C1CQ48",440,573
"702","A6QBQ5",413,546
"703","Q2LWU6",428,561
"704","Q2JSB7",530,667
"705","Q2JMD7",553,690
"706","A5GNJ0",623,760
"707","A5GNJ0",828,952
"708","Q7U8L9",150,287
"709","Q7U8L9",355,479
"710","Q3AZB7",676,813
"711","Q3AZB7",881,1005
"712","P72689",501,638
"713","B7IF03",195,329
"714","B0K1D6",202,335
"715","B0K1D6",393,524
"716","B0K1D6",403,524
"717","Q31GK5",325,458
"718","Q31GK5",516,647
"719","C4L8X4",418,551
"720","O83861",336,469
"721","O83861",527,658
"722","Q83HG7",308,441
"723","Q9PQH1",123,256
"724","Q9PQH1",314,442
"726","A1WLI3",498,631
"727","A5F926",405,538
"728","Q8D2X6",349,482
"729","Q7M7X5",446,579
"730","Q8PJ55",411,544
"731","Q8PJ55",602,734
"732","C3LSP8",405,538
"733","B5FA79",400,533
"734","Q87M02",412,545
"735","B7VJH7",403,536
"736","Q7MI09",414,547
"737","Q73FL0",283,418
"738","Q4UWA2",409,542
"739","Q4UWA2",600,732
"740","Q9PGR3",399,532
"741","O78489",247,384
"742","P46198",186,320
"743","P25038",352,478
"745","Q9HNQ2",263,390
"746","Q57710",815,951
"747","A1TSK3",451,584
"748","A5FV21",394,528
"749","A3N005",348,482
"750","A3N005",540,671
"751","A0KNE3",405,538
"752","Q8UJ51",419,552
"753","B6ENE2",398,531
"754","B7GG75",232,365
"755","Q5NZS1",453,586
"756","Q5NZS1",644,775
"757","Q2NIQ6",133,266
"758","B6YQ44",419,553
"759","C1DFK9",344,477
"760","C1DFK9",344,479
"761","Q5LIN1",522,656
"762","Q5LIN1",714,845
"763","Q9KA77",239,372
"764","Q65JI1",225,358
"765","Q5WFU2",270,403
"766","P17889",225,358
"767","A1UU50",354,487
"768","Q6G4W7",351,484
"769","Q6MMS6",477,611
"770","Q6MMS6",669,800
"771","C5BWS3",456,593
"772","Q8G3Y5",455,592
"773","Q7VQM3",410,544
"774","Q493T7",398,531
"775","Q0SM50",288,421
"776","Q0SM50",479,610
"777","Q0SM50",479,611
"778","Q0SM50",484,610
"779","Q0SM50",484,611
"780","Q7WHG2",506,639
"781","Q7WHG2",697,827
"782","A9ITX6",500,633
"783","A9ITX6",691,821
"784","Q89WA9",406,541
"785","A4YJE9",425,560
"786","P57458",372,505
"787","Q89AF5",386,519
"788","Q1BWS7",479,612
"789","A7ZC69",392,525
"790","A7ZC69",593,714
"791","B3PI96",439,572
"792","B3PI96",630,761
"793","A9WGP6",249,382
"794","Q3AQK7",527,661
"795","B3EFB1",457,591
"796","Q9PKU0",409,542
"797","Q9Z8M1",403,536
"798","B0B9K4",409,542
"799","A5CSZ4",445,582
"800","A7FVZ3",195,328
"801","Q895J8",193,326
"802","Q482T9",397,530
"803","Q6NGN2",457,594
"804","A4QEZ2",506,643
"805","B1VGC2",438,575
"806","A9KBM1",310,443
"807","Q0K9B9",470,603
"808","A7MQE1",410,543
"809","A7MQE1",410,545
"810","Q3ZXU3",109,242
"811","Q3ZXU3",300,434
"813","Q1IZ02",112,245
"814","Q9RTG5",106,239
"815","Q30WJ0",490,623
"816","Q24UI6",479,612
"817","Q24UI6",479,614
"818","Q6AJY4",445,578
"819","A5EWY9",281,407
"820","A5EWY9",388,521
"821","A5EWY9",579,707
"822","Q5FGX3",364,498
"823","A4WEY3",405,538
"824","A4WEY3",405,540
"825","Q835U8",308,441
"826","Q2NC10",341,475
"827","P18311",293,426
"828","P18311",484,615
"829","A7NEI8",353,486
"830","A7NEI8",544,674
"831","Q5L0I8",248,381
"832","C5D9C9",241,374
"833","Q7NH85",425,562
"834","Q5FQM3",424,558
"835","A0LXQ1",442,576
"836","Q4QK37",351,485
"837","Q4QK37",543,674
"838","Q2SML3",370,503
"839","Q2SML3",561,690
"840","C4K3F0",390,523
"841","Q7VHF6",389,522
"842","A6T0Y8",445,578
"843","A6T0Y8",521,645
"845","Q5FJN6",386,519
"846","Q1G9P9",334,467
"847","Q044B7",391,524
"848","Q9X764",456,591
"849","A9KNW4",640,773
"850","B2G6V6",261,394
"851","C1D8X2",467,600
"852","Q5X1C3",376,509
"853","Q5X1C3",567,698
"854","Q04U31",355,488
"855","B1HR05",267,400
"856","A0LE19",453,587
"857","Q65SK9",328,461
"858","Q65SK9",519,650
"859","Q0AK69",365,499
"860","Q6F1H1",135,269
"861","Q609C0",377,510
"862","B1ZDQ8",494,628
"863","B0JU67",510,647
"864","Q2RJM5",411,544
"865","B1MD87",416,553
"866","Q2SSE6",127,261
"867","B8ZRT4",428,565
"868","Q6MTQ0",127,261
"869","P75590",127,261
"870","Q4A578",120,253
"871","Q4A578",311,435
"872","Q1DAM6",578,711
"873","Q1DAM6",769,901
"874","Q5F797",451,584
"875","Q5F797",652,773
"876","Q04GN0",337,470
"877","A5CEN6",355,489
"878","A6LHS1",480,614
"879","A6LHS1",672,803
"880","A7HZ93",393,527
"881","A7HZ93",585,724
"882","B2T381",494,627
"883","B2T381",570,694
"885","C6DKK3",406,539
"886","C6DKK3",406,541
"887","B4SCE7",491,625
"888","A5D2S0",480,613
"889","Q18BH4",154,287
"890","Q18BH4",345,484
"891","Q18BH4",355,484
"892","B4RC55",500,634
"893","B4S4S6",441,575
"894","Q1IF43",358,491
"895","Q4ZNR2",349,482
"896","Q4FVL5",417,550
"897","Q4FVL5",618,739
"898","A1ST45",388,521
"899","A1ST45",599,724
"900","B2UAA3",472,605
"901","A9WPV8",457,594
"902","Q2KDZ5",422,555
"903","Q98BI8",366,499
"904","Q7URR0",537,670
"905","Q21WJ5",486,619
"906","C1B313",478,615
"907","Q07V78",397,532
"908","A3PNL2",341,475
"909","A8GNW1",335,469
"910","Q1RIX0",334,468
"911","Q92HF5",337,471
"912","Q16D38",329,463
"913","Q16D38",521,653
"914","Q1AW55",200,333
"915","Q1GCH2",340,474
"916","Q1GCH2",532,664
"917","Q21H61",417,550
"918","A1S462",390,523
"919","A1S462",581,710
"920","A1S462",591,710
"921","Q086H2",389,522
"922","Q086H2",580,709
"923","Q086H2",590,709
"924","A3QGU5",393,526
"925","A3QGU5",584,713
"926","A3QGU5",594,713
"927","A8H740",404,537
"928","A8H740",595,724
"929","A8H740",605,724
"930","A8FYS0",402,535
"931","A8FYS0",593,722
"932","A8FYS0",603,722
"933","A5VCZ5",364,498
"934","Q49X54",211,344
"935","B2FN90",388,521
"936","B2FN90",579,711
"937","B1IA80",440,573
"938","A4VXH3",450,583
"939","Q03M88",453,586
"940","C1CJ39",440,573
"941","Q5N0A5",530,667
"942","Q5N0A5",735,859
"943","Q3AHW1",604,741
"944","Q3AHW1",809,933
"945","C5BPV9",449,582
"946","A6LP48",192,326
"947","B0K9Q0",201,334
"948","B0K9Q0",392,523
"949","Q72KE8",79,212
"950","B5YHT8",258,391
"951","B8GP02",361,494
"952","B8GP02",552,681
"953","Q73NP6",383,516
"954","Q73NP6",574,706
"955","Q10XM3",564,701
"956","Q83GT8",308,441
"957","B1AIV8",123,256
"958","B1AIV8",314,442
"960","C5CLW3",492,625
"961","A5CXX6",323,456
"962","A5CXX6",514,645
"963","A7MZI5",401,534
"964","Q6B8S2",252,389
"965","P57997",30,166
"966","P57997",496,633
"967","Q58657",236,365
"968","O59683",177,312
"969","B0R6U5",263,390
"970","A2BJZ8",263,392
"971","A7GZZ3",410,543
"972","A8FJU1",378,511
"973","B9KEV0",384,517
"974","Q3AB98",334,467
"975","Q3AB98",525,656
"976","B0T167",548,682
"977","B8GAE2",257,390
"978","B3ELN8",416,550
"979","A4SGG2",405,539
"980","B9LBJ2",249,382
"981","Q8KFT1",419,553
"982","Q1QSZ0",351,484
"983","Q1QSZ0",542,673
"984","A8AQ58",401,534
"985","A8AQ58",401,536
"986","C3L0B6",195,328
"987","B2V4G9",194,327
"988","C1FS59",195,328
"989","A5N842",201,334
"990","A5N842",392,523
"991","Q0SSD4",186,319
"992","Q0SSD4",377,508
"993","B6J6B1",310,443
"994","Q1LLR6",487,620
"995","B8HUA9",503,640
"996","B8HUA9",708,832
"997","Q11PK5",515,649
"998","Q3Z7U3",109,242
"999","A8ZZ65",392,525
"1000","A8ZZ65",583,714
"1001","A8ZZ65",593,714
"1002","C5BFB7",408,541
"1003","C5BFB7",408,543
"1004","Q2GGQ8",348,482
"1005","Q2GGQ8",551,678
"1006","Q9ZF25",404,537
"1007","Q9ZF25",404,539
"1008","A7HN01",183,317
"1009","A7HN01",381,505
"1010","A7HN01",385,505
"1011","A5FJF9",462,596
"1012","Q0RDS4",522,659
"1013","B0TWR3",351,484
"1014","B0TWR3",542,672
"1015","Q14K20",353,486
"1016","Q14K20",544,674
"1017","Q8R5Z1",245,378
"1018","B9M1G0",416,549
"1019","Q39VA6",392,525
"1020","Q39VA6",583,714
"1021","P04766",250,383
"1022","C6E2Q0",488,621
"1023","A4IMD7",244,377
"1024","A5GF86",390,523
"1025","A9HF18",414,548
"1026","Q0BPG2",422,556
"1027","Q7VLI2",346,477
"1028","Q7VLI2",346,480
"1029","Q7VLI2",538,669
"1030","A5UF34",351,485
"1031","A5UF34",543,674
"1032","Q0I3P5",338,472
"1033","Q0I3P5",530,661
"1034","B8CW72",194,327
"1035","B5Z6E6",444,577
"1036","B5Z6E6",645,766
"1037","B0UU13",338,472
"1038","B0UU13",530,661
"1039","Q5QTY8",404,537
"1040","A6W7Z2",545,682
"1041","B5XSX4",403,536
"1042","B5XSX4",403,538
"1043","B2GKR5",468,605
"1044","B2GKR5",755,880
"1045","C5CDZ4",192,326
"1046","Q03QT5",289,422
"1047","Q03QT5",480,611
"1048","Q88VK7",367,500
"1049","Q1MQY8",468,601
"1050","A5IHU7",376,509
"1051","A5IHU7",567,698
"1052","B0SH18",422,555
"1053","Q04ZJ5",367,500
"1054","B1XY67",499,632
"1055","Q8F7K1",366,499
"1056","Q03WH4",343,476
"1057","C1L2N1",291,424
"1058","B9EBE9",235,368
"1059","Q2VZV0",379,513
"1060","B8EIA7",391,525
"1061","C5C9T1",430,567
"1062","P47388",128,262
"1063","B2HKS2",451,588
"1064","Q73VV4",429,566
