"","Protein","Min","Max"
"643","Q61107",95,306
"644","Q61107",95,311
"655","Q61107",95,317
"656","Q61107",95,318
"663","Q61107",95,322
"664","Q61107",95,323
"665","Q61107",264,448
"666","Q61107",264,455
"667","Q61107",264,459
"668","Q61107",264,460
"669","Q61107",277,455
"670","Q61107",277,459
"671","Q61107",277,460
"672","Q61107",277,466
"673","Q61107",277,470
"674","Q61107",277,472
"675","Q61107",277,479
"676","Q61107",277,481
"677","Q8NHH9",100,288
"678","Q8NHH9",100,302
"681","Q8NHH9",100,307
"690","Q8NHH9",253,423
"691","Q8NHH9",253,430
"692","Q8NHH9",253,448
"698","Q8NHH9",253,455
"725","Q8NHH9",253,469
"726","Q8NHH9",253,470
"736","Q8NHH9",258,423
"737","Q8NHH9",258,430
"738","Q8NHH9",258,448
"744","Q8NHH9",258,455
"760","Q8NHH9",258,469
"761","Q8NHH9",258,470
"771","Q9VC57",44,217
"772","Q9VC57",44,226
"773","Q9VC57",44,232
"774","Q9VC57",44,233
"775","Q9VC57",44,238
"784","Q9VC57",44,250
"834","Q9VC57",174,357
"835","Q9VC57",174,358
"836","Q9VC57",174,371
"837","Q9VC57",174,376
"838","Q9VC57",174,377
"851","Q9VC57",202,371
"852","Q9VC57",202,376
"853","Q9VC57",202,377
"855","Q9VC57",202,407
"861","Q9VC57",205,371
"862","Q9VC57",205,376
"863","Q9VC57",205,377
"865","Q9VC57",205,407
"866","P93042",19,204
"867","P93042",19,212
"868","P93042",19,215
"869","P93042",19,216
"883","P93042",19,238
"886","P93042",19,239
"887","P93042",19,244
"888","P93042",43,212
"889","P93042",43,215
"890","P93042",43,216
"894","P93042",43,238
"897","P93042",43,239
"898","P93042",43,244
"926","P93042",43,253
"927","P93042",43,255
"933","P93042",43,257
"952","P93042",69,238
"953","P93042",69,239
"954","P93042",69,244
"955","P93042",69,253
"956","P93042",69,255
"957","P93042",69,257
"958","P93042",69,260
"968","P93042",69,277
"986","P93042",371,546
"987","P93042",371,551
"988","P93042",371,554
"989","P93042",371,556
"990","P93042",371,568
"991","P93042",371,573
"996","P93042",371,576
"997","P93042",371,578
"998","P93042",371,583
"1005","P93042",371,585
"1012","P93042",376,546
"1013","P93042",376,551
"1014","P93042",376,554
"1015","P93042",376,556
"1016","P93042",376,568
"1017","P93042",376,573
"1022","P93042",376,576
"1023","P93042",376,578
"1024","P93042",376,583
"1031","P93042",376,585
"1038","P93042",394,573
"1039","P93042",394,576
"1040","P93042",394,578
"1041","P93042",394,583
"1042","P93042",394,585
"1050","P93042",394,603
"1051","P93042",394,608
"1056","P93042",394,612
"1057","P93042",558,736
"1058","P93042",558,738
"1059","P93042",558,752
"1060","P93042",558,757
"1063","P93042",558,763
"1064","P93042",558,766
"1065","P93042",558,769
"1066","Q96DY5",43,220
"1067","Q96DY5",43,223
"1068","Q96DY5",43,227
"1069","Q96DY5",43,231
"1070","Q96DY5",43,238
"1075","Q96DY5",43,250
"1080","Q96DY5",128,301
"1081","Q96DY5",128,318
"1093","Q96DY5",128,341
"1094","Q96DY5",128,342
"1095","Q96DY5",128,347
"1105","Q96DY5",198,374
"1106","Q96DY5",198,381
"1107","Q96DY5",198,392
"1111","Q96DY5",198,394
"1115","Q96DY5",198,404
"1138","Q96DY5",198,408
"1143","Q96DY5",198,416
"1144","Q96DY5",198,417
"1145","Q96DY5",198,421
"1176","Q96DY5",251,416
"1177","Q96DY5",251,417
"1178","Q96DY5",251,421
"1179","Q96DY5",251,424
"1180","Q96DY5",251,431
"1181","Q96DY5",251,434
"1182","Q96DY5",251,436
"1186","Q96DY5",251,449
"1187","Q96DY5",251,457
"1232","Q96DY5",251,466
"1236","Q96DY5",251,469
"1249","Q96DY5",254,431
"1250","Q96DY5",254,434
"1251","Q96DY5",254,436
"1252","Q96DY5",254,449
"1253","Q96DY5",254,457
"1261","Q96DY5",254,466
"1265","Q96DY5",254,469
"1278","Q96DY5",318,506
"1279","Q96DY5",318,520
"1280","Q96DY5",318,524
"1281","Q96DY5",318,527
"1285","Q96DY5",318,532
"1290","Q96DY5",318,544
"1291","Q96DY5",348,524
"1292","Q96DY5",348,527
"1293","Q96DY5",348,532
"1294","Q96DY5",348,544
"1295","Q96DY5",348,547
"1296","Q96DY5",348,551
"1302","Q96DY5",348,553
"1303","Q96DY5",348,555
"1316","Q96DY5",348,560
"1317","Q96DY5",356,524
"1318","Q96DY5",356,527
"1319","Q96DY5",356,532
"1320","Q96DY5",356,544
"1321","Q96DY5",356,547
"1322","Q96DY5",356,551
"1328","Q96DY5",356,553
"1329","Q96DY5",356,555
"1342","Q96DY5",356,560
"1355","Q96DY5",356,569
"1356","Q96DY5",356,570
"1363","Q96DY5",356,574
"1364","Q96DY5",356,577
"1387","Q96DY5",367,544
"1388","Q96DY5",367,547
"1389","Q96DY5",367,551
"1390","Q96DY5",367,553
"1391","Q96DY5",367,555
"1392","Q96DY5",367,560
"1399","Q96DY5",367,569
"1400","Q96DY5",367,570
"1407","Q96DY5",367,574
"1408","Q96DY5",367,577
"1452","Q96DY5",367,583
"1458","Q96DY5",367,589
"1485","Q96DY5",367,592
"1486","Q9ULX5",10,182
"1487","Q9ULX5",10,197
"1488","Q9ULX5",10,207
"1489","Q9ULX5",10,209
"1501","Q9ULX5",10,216
"1502","Q9ULX5",10,220
"1516","Q9ULX5",10,228
"1532","Q9ULX5",105,277
"1533","Q9ULX5",105,279
"1534","Q9ULX5",105,296
"1551","Q9ULX5",105,319
"1552","Q9ULX5",105,320
"1553","Q9ULX5",105,324
"1554","Q9ULX5",175,352
"1555","Q9ULX5",175,359
"1556","Q9ULX5",175,370
"1560","Q9ULX5",175,372
"1564","Q9ULX5",175,385
"1587","Q9ULX5",175,389
"1588","Q9ULX5",175,393
"1611","Q9ULX5",175,394
"1612","Q9ULX5",175,398
"1613","Q9ULX5",175,401
"1614","Q9ULX5",229,393
"1615","Q9ULX5",229,394
"1616","Q9ULX5",229,398
"1617","Q9ULX5",229,401
"1618","Q9ULX5",229,411
"1619","Q9ULX5",229,413
"1622","Q9ULX5",229,426
"1623","Q9ULX5",229,434
"1648","Q9ULX5",229,446
"1665","Q9ULX5",229,450
"1666","Q9ULX5",229,451
"1667","Q9ULX5",232,411
"1668","Q9ULX5",232,413
"1669","Q9ULX5",232,426
"1670","Q9ULX5",232,434
"1687","Q9ULX5",232,446
"1704","Q9ULX5",232,450
"1705","Q9ULX5",232,451
"1706","Q9ULX5",296,476
"1707","Q9ULX5",296,483
"1708","Q9ULX5",296,497
"1712","Q9ULX5",296,501
"1719","Q9ULX5",296,504
"1720","Q9ULX5",296,509
"1729","Q9ULX5",296,521
"1730","Q9ULX5",326,497
"1731","Q9ULX5",326,501
"1732","Q9ULX5",326,504
"1733","Q9ULX5",326,509
"1734","Q9ULX5",326,521
"1739","Q9ULX5",326,524
"1740","Q9ULX5",326,528
"1746","Q9ULX5",326,530
"1747","Q9ULX5",326,532
"1766","Q9ULX5",326,537
"1767","Q9ULX5",345,521
"1768","Q9ULX5",345,524
"1769","Q9ULX5",345,528
"1770","Q9ULX5",345,530
"1771","Q9ULX5",345,532
"1772","Q9ULX5",345,537
"1779","Q9ULX5",345,546
"1780","Q9ULX5",345,547
"1787","Q9ULX5",345,551
"1788","Q9ULX5",345,554
"1832","Q9ULX5",345,560
"1838","Q9ULX5",345,566
"1865","Q9ULX5",345,569
"1893","Q9ULX5",369,546
"1894","Q9ULX5",369,547
"1895","Q9ULX5",369,551
"1896","Q9ULX5",369,554
"1897","Q9ULX5",369,560
"1898","Q9ULX5",369,566
"1905","Q9ULX5",369,569
"1910","Q9ULX5",369,570
"1911","Q9ULX5",369,571
"1912","Q9ULX5",369,572
"1913","Q9ULX5",369,574
"1914","Q9ULX5",369,575
"1915","Q9ULX5",369,577
"1916","Q9ULX5",369,581
"1917","Q9ULX5",369,582
"1930","Q9ULX5",369,584
"2006","Q08DF2",10,196
"2007","Q08DF2",10,198
"2008","Q08DF2",10,202
"2009","Q08DF2",10,206
"2010","Q08DF2",10,209
"2026","Q08DF2",10,216
"2027","Q08DF2",10,221
"2033","Q08DF2",10,228
"2052","Q08DF2",105,277
"2053","Q08DF2",105,279
"2054","Q08DF2",105,296
"2067","Q08DF2",176,352
"2068","Q08DF2",176,359
"2069","Q08DF2",176,365
"2070","Q08DF2",176,367
"2071","Q08DF2",176,372
"2072","Q08DF2",176,373
"2073","Q08DF2",176,377
"2080","Q08DF2",176,382
"2081","Q08DF2",176,385
"2119","Q08DF2",176,390
"2120","Q08DF2",176,391
"2128","Q08DF2",176,395
"2129","Q08DF2",176,398
"2182","Q08DF2",229,423
"2183","Q08DF2",229,431
"2184","Q08DF2",229,440
"2185","Q08DF2",229,441
"2190","Q08DF2",229,443
"2214","Q08DF2",229,447
"2215","Q08DF2",229,448
"2216","Q08DF2",334,518
"2217","Q08DF2",334,521
"2218","Q08DF2",334,525
"2219","Q08DF2",334,527
"2220","Q08DF2",334,529
"2221","Q08DF2",334,534
"2228","Q08DF2",334,543
"2229","Q08DF2",334,544
"2236","Q08DF2",334,548
"2237","Q08DF2",334,551
"2260","Q08DF2",369,543
"2261","Q08DF2",369,544
"2262","Q08DF2",369,548
"2263","Q08DF2",369,551
"2264","Q08DF2",369,557
"2265","Q08DF2",369,563
"2272","Q08DF2",369,566
"2273","Q08DF2",374,543
"2274","Q08DF2",374,544
"2275","Q08DF2",374,548
"2276","Q08DF2",374,551
"2277","Q08DF2",374,557
"2278","Q08DF2",374,563
"2285","Q08DF2",374,566
"2286","Q08DF2",374,568
"2287","Q08DF2",374,569
"2288","Q08DF2",374,571
"2289","Q08DF2",374,572
"2290","Q08DF2",374,574
"2291","Q08DF2",374,578
"2292","Q08DF2",374,579
"2293","Q08DF2",374,581
"2294","Q08DF2",374,582
"2295","Q08DF2",374,585
"2296","Q08DF2",374,588
"2297","Q08DF2",374,589
"2298","Q08DF2",374,597
"2310","Q08DF2",374,600
"2311","Q01514",44,245
"2324","Q01514",44,263
"2325","Q01514",54,245
"2329","Q01514",54,263
"2333","Q01514",54,268
"2334","Q01514",54,272
"2335","Q01514",54,274
"2344","Q01514",54,280
"2350","Q01514",99,268
"2351","Q01514",99,272
"2352","Q01514",99,274
"2353","Q01514",99,280
"2354","Q01514",99,292
"2364","Q01514",99,299
"2369","Q01514",99,303
"2377","Q01514",99,311
"2453","Q01514",99,316
"2454","Q01514",208,382
"2455","Q01514",208,386
"2456","Q01514",208,390
"2457","Q01514",208,400
"2458","Q01514",208,401
"2459","Q01514",208,405
"2470","Q01514",208,412
"2481","Q01514",282,464
"2482","Q01514",282,468
"2483","Q01514",282,478
"2486","Q01514",282,492
"2487","Q01514",282,494
"2488","Q01514",282,495
"2493","Q01514",282,497
"2494","Q01514",282,498
"2495","Q01514",282,501
"2496","Q01514",282,503
"2497","Q01514",382,566
"2498","Q01514",382,584
"2507","Q96PP9",59,231
"2508","Q96PP9",114,284
"2509","Q96PP9",114,289
"2511","Q96PP9",114,315
"2515","Q96PP9",114,319
"2516","Q96PP9",114,320
"2539","Q96PP9",114,327
"2540","Q96PP9",114,330
"2557","Q96PP9",114,332
"2558","Q96PP9",114,338
"2559","Q96PP9",114,339
"2560","Q96PP9",218,414
"2561","Q96PP9",218,416
"2562","Q96PP9",218,421
"2563","Q96PP9",218,428
"2568","Q96PP9",218,434
"2569","Q96PP9",298,487
"2570","Q96PP9",298,491
"2571","Q96PP9",298,493
"2572","Q96PP9",298,496
"2573","Q96PP9",298,500
"2574","Q96PP9",298,502
"2575","Q96PP9",298,503
"2576","Q96PP9",298,506
"2577","Q96PP9",298,510
"2578","Q96PP9",298,511
"2595","Q8CFB4",44,237
"2596","Q8CFB4",44,239
"2599","Q8CFB4",44,243
"2600","Q8CFB4",44,246
"2605","Q8CFB4",44,252
"2622","Q8CFB4",44,258
"2661","Q8CFB4",54,237
"2662","Q8CFB4",54,239
"2663","Q8CFB4",54,243
"2664","Q8CFB4",54,246
"2669","Q8CFB4",54,252
"2675","Q8CFB4",54,258
"2682","Q8CFB4",99,265
"2683","Q8CFB4",99,269
"2684","Q8CFB4",99,275
"2685","Q8CFB4",99,293
"2688","Q8CFB4",99,300
"2695","Q8CFB4",99,304
"2699","Q8CFB4",99,305
"2700","Q8CFB4",99,309
"2745","Q8CFB4",99,317
"2746","Q8CFB4",99,323
"2747","Q8CFB4",283,470
"2748","Q8CFB4",283,487
"2749","Q8CFB4",283,488
"2750","Q8CFB4",283,493
"2751","Q8CFB4",283,495
"2752","Q8CFB4",283,496
"2758","Q8CFB4",283,500
"2759","Q9Z0E6",44,208
"2760","Q9Z0E6",44,215
"2761","Q9Z0E6",44,238
"2762","Q9Z0E6",44,245
"2779","Q9Z0E6",44,263
"2780","Q9Z0E6",54,238
"2781","Q9Z0E6",54,245
"2788","Q9Z0E6",54,263
"2794","Q9Z0E6",54,268
"2795","Q9Z0E6",54,272
"2796","Q9Z0E6",54,274
"2797","Q9Z0E6",54,275
"2823","Q9Z0E6",99,268
"2824","Q9Z0E6",99,272
"2825","Q9Z0E6",99,274
"2826","Q9Z0E6",99,275
"2827","Q9Z0E6",99,292
"2837","Q9Z0E6",99,299
"2842","Q9Z0E6",99,302
"2846","Q9Z0E6",99,305
"2847","Q9Z0E6",99,311
"2908","Q9Z0E6",185,369
"2909","Q9Z0E6",185,386
"2910","Q9Z0E6",185,390
"2916","Q9Z0E6",185,400
"2917","Q9Z0E6",185,401
"2918","Q9Z0E6",185,405
"2924","Q9Z0E6",208,390
"2925","Q9Z0E6",208,400
"2926","Q9Z0E6",208,401
"2927","Q9Z0E6",208,405
"2932","Q9Z0E6",282,464
"2933","Q9Z0E6",282,465
"2934","Q9Z0E6",282,478
"2935","Q9Z0E6",282,481
"2936","Q9Z0E6",282,482
"2941","Q9Z0E6",282,492
"2942","Q9Z0E6",282,494
"2943","Q9Z0E6",282,495
"2944","Q9Z0E6",299,481
"2945","Q9Z0E6",299,482
"2946","Q9Z0E6",299,492
"2947","Q9Z0E6",299,494
"2948","Q9Z0E6",299,495
"2949","Q9Z0E6",299,497
"2950","Q9Z0E6",299,498
"2991","Q9Z0E6",299,520
"2992","Q9Z0E6",382,566
"2993","Q9Z0E6",382,581
"2994","Q9Z0E6",382,582
"3026","Q9H0R5",44,244
"3039","Q9H0R5",44,263
"3040","Q9H0R5",54,244
"3044","Q9H0R5",54,263
"3049","Q9H0R5",54,268
"3050","Q9H0R5",54,272
"3054","Q9H0R5",54,274
"3055","Q9H0R5",54,280
"3066","Q9H0R5",99,268
"3067","Q9H0R5",99,272
"3068","Q9H0R5",99,274
"3069","Q9H0R5",99,280
"3070","Q9H0R5",99,292
"3080","Q9H0R5",99,299
"3090","Q9H0R5",99,302
"3094","Q9H0R5",99,311
"3118","Q9H0R5",99,314
"3119","Q9H0R5",99,316
"3168","Q9H0R5",99,322
"3169","Q9H0R5",99,323
"3170","Q9H0R5",101,268
"3171","Q9H0R5",101,272
"3172","Q9H0R5",101,274
"3173","Q9H0R5",101,280
"3174","Q9H0R5",101,292
"3184","Q9H0R5",101,299
"3194","Q9H0R5",101,302
"3198","Q9H0R5",101,311
"3222","Q9H0R5",101,314
"3223","Q9H0R5",101,316
"3272","Q9H0R5",101,322
"3273","Q9H0R5",101,323
"3274","Q9H0R5",208,381
"3275","Q9H0R5",208,382
"3276","Q9H0R5",208,398
"3277","Q9H0R5",208,400
"3282","Q9H0R5",208,401
"3283","Q9H0R5",208,405
"3288","Q9H0R5",208,413
"3299","Q9H0R5",282,464
"3300","Q9H0R5",282,467
"3301","Q9H0R5",282,470
"3304","Q9H0R5",282,492
"3305","Q9H0R5",282,495
"3308","Q9H0R5",282,497
"3309","Q9H0R5",282,499
"3314","Q96PP8",44,238
"3316","Q96PP8",44,244
"3329","Q96PP8",54,238
"3330","Q96PP8",54,244
"3335","Q96PP8",99,268
"3336","Q96PP8",99,272
"3337","Q96PP8",99,274
"3338","Q96PP8",99,288
"3346","Q96PP8",99,299
"3354","Q96PP8",99,302
"3355","Q96PP8",99,303
"3360","Q96PP8",99,311
"3420","Q96PP8",99,314
"3421","Q96PP8",99,316
"3471","Q96PP8",185,369
"3472","Q96PP8",185,376
"3473","Q96PP8",185,386
"3479","Q96PP8",185,398
"3480","Q96PP8",185,400
"3494","Q96PP8",185,401
"3495","Q96PP8",185,405
"3496","Q96PP8",282,464
"3497","Q96PP8",282,467
"3498","Q96PP8",282,469
"3499","Q96PP8",282,470
"3500","Q96PP8",282,477
"3501","Q96PP8",282,488
"3507","Q96PP8",282,492
"3508","Q96PP8",282,494
"3513","Q96PP8",282,497
"3514","Q96PP8",282,499
"3521","Q96PP8",282,503
"3522","Q96PP8",282,504
"3523","Q99287",28,206
"3524","Q99287",28,208
"3525","Q99287",28,214
"3526","Q99287",28,215
"3527","Q99287",28,227
"3546","Q99287",28,247
"3599","Q99287",43,208
"3600","Q99287",43,214
"3601","Q99287",43,215
"3602","Q99287",43,227
"3607","Q99287",43,247
"3624","Q99287",159,330
"3625","Q99287",159,333
"3626","Q99287",159,349
"3627","Q99287",159,351
"3628","Q99287",159,353
"3642","Q99287",159,363
"3660","Q99287",159,371
"3661","Q99287",159,374
"3662","Q99287",245,436
"3663","Q99287",245,445
"3666","Q99287",245,457
"3673","Q99287",245,461
"3680","Q99287",408,586
"3681","Q99287",408,590
"3682","Q99287",408,594
"3683","Q99287",408,603
"3684","Q99287",408,604
"3685","Q99287",408,608
"3691","Q99287",408,619
"3696","Q99287",408,624
"3702","Q99287",413,586
"3703","Q99287",413,590
"3704","Q99287",413,594
"3705","Q99287",413,603
"3706","Q99287",413,604
"3707","Q99287",413,608
"3713","Q99287",413,619
"3718","Q99287",413,624
"3724","Q99287",573,761
"3725","Q99287",573,768
"3726","Q6DD88",66,254
"3727","Q6DD88",66,257
"3730","Q6DD88",66,271
"3734","Q6DD88",66,274
"3748","Q6DD88",127,303
"3749","Q6DD88",127,313
"3750","Q6DD88",127,325
"3753","Q6DD88",127,341
"3759","Q6DD88",127,344
"3763","Q6DD88",127,346
"3764","Q6DD88",127,348
"3775","Q6DD88",227,392
"3776","Q6DD88",227,409
"3782","Q6DD88",227,433
"3785","Q6DD88",274,438
"3786","Q6DD88",274,443
"3787","Q6DD88",274,451
"3788","Q6DD88",274,455
"3789","Q6DD88",274,457
"3795","Q6DD88",274,468
"3833","Q6DD88",274,481
"3834","Q6PST4",73,258
"3835","Q6PST4",73,264
"3836","Q6PST4",73,275
"3850","Q6PST4",131,305
"3851","Q6PST4",131,308
"3852","Q6PST4",131,329
"3855","Q6PST4",131,345
"3856","Q6PST4",131,348
"3857","Q6PST4",227,397
"3858","Q6PST4",227,413
"3859","Q6PST4",227,422
"3869","Q6PST4",227,437
"3888","Q6PST4",227,442
"3889","Q6PST4",227,443
"3907","Q6PST4",231,397
"3908","Q6PST4",231,413
"3909","Q6PST4",231,422
"3919","Q6PST4",231,437
"3925","Q6PST4",231,442
"3926","Q6PST4",231,443
"3944","Q6PST4",278,447
"3945","Q6PST4",278,460
"3946","Q6PST4",278,472
"3947","Q6PST4",278,474
"3952","Q6PST4",323,509
"3953","Q6PST4",323,510
"3954","Q6PST4",323,511
"3955","Q6PST4",323,518
"3956","Q6PST4",323,521
"3957","Q6PST4",323,528
"3958","Q6PST4",323,529
"3959","Q6PST4",323,530
"3973","Q6PST4",323,539
"3974","Q6PST4",323,542
"3975","Q6PST4",323,546
"3976","Q6PA06",100,288
"3977","Q6PA06",100,302
"3980","Q6PA06",100,307
"3989","Q6PA06",253,423
"3990","Q6PA06",253,430
"3991","Q6PA06",253,448
"3997","Q6PA06",253,455
"4024","Q6PA06",253,469
"4025","Q6PA06",253,470
"4035","Q6PA06",258,423
"4036","Q6PA06",258,430
"4037","Q6PA06",258,448
"4043","Q6PA06",258,455
"4059","Q6PA06",258,469
"4060","Q6PA06",258,470
"4070","Q63663",44,208
"4071","Q63663",44,215
"4072","Q63663",44,238
"4076","Q63663",44,257
"4086","Q63663",44,263
"4087","Q63663",54,238
"4089","Q63663",54,257
"4094","Q63663",54,263
"4100","Q63663",54,268
"4101","Q63663",54,272
"4102","Q63663",54,274
"4118","Q63663",54,280
"4131","Q63663",99,268
"4132","Q63663",99,272
"4133","Q63663",99,274
"4134","Q63663",99,280
"4135","Q63663",99,292
"4145","Q63663",99,299
"4150","Q63663",99,302
"4151","Q63663",99,303
"4156","Q63663",99,305
"4157","Q63663",99,311
"4227","Q63663",185,369
"4228","Q63663",185,387
"4229","Q63663",185,390
"4233","Q63663",208,390
"4234","Q63663",208,397
"4235","Q63663",208,400
"4236","Q63663",208,401
"4237","Q63663",208,405
"4243","Q63663",282,464
"4244","Q63663",282,478
"4245","Q63663",282,481
"4246","Q63663",282,482
"4250","Q63663",282,492
"4251","Q63663",282,495
"4252","Q63663",299,481
"4253","Q63663",299,482
"4254","Q63663",299,492
"4255","Q63663",299,495
"4256","Q63663",299,497
"4257","Q63663",299,498
"4258","Q63663",299,503
"4300","Q63663",299,520
"4303","Q63663",382,566
"4304","Q63663",382,581
"4310","Q58D72",73,258
"4311","Q58D72",73,264
"4312","Q58D72",73,275
"4326","Q58D72",131,305
"4327","Q58D72",131,308
"4328","Q58D72",131,329
"4331","Q58D72",131,345
"4332","Q58D72",131,348
"4333","Q58D72",227,397
"4334","Q58D72",227,413
"4340","Q58D72",227,437
"4352","Q58D72",227,442
"4353","Q58D72",227,443
"4365","Q58D72",231,397
"4366","Q58D72",231,413
"4372","Q58D72",231,437
"4376","Q58D72",231,442
"4377","Q58D72",231,443
"4389","Q58D72",278,447
"4390","Q58D72",278,460
"4391","Q58D72",278,472
"4392","Q58D72",278,474
"4397","Q58D72",323,509
"4398","Q58D72",323,510
"4399","Q58D72",323,511
"4400","Q58D72",323,518
"4401","Q58D72",323,521
"4402","Q58D72",323,528
"4403","Q58D72",323,529
"4404","Q58D72",323,530
"4405","Q8N8V2",44,216
"4406","Q8N8V2",44,258
"4407","Q8N8V2",54,258
"4410","Q8N8V2",54,264
"4411","Q8N8V2",54,269
"4418","Q8N8V2",54,274
"4423","Q8N8V2",99,269
"4424","Q8N8V2",99,274
"4426","Q8N8V2",99,300
"4430","Q8N8V2",99,304
"4431","Q8N8V2",99,305
"4441","Q8N8V2",99,312
"4473","Q8N8V2",99,314
"4474","Q8N8V2",99,317
"4481","Q8N8V2",99,323
"4482","Q8N8V2",99,324
"4491","Q8N8V2",99,328
"4492","Q8N8V2",99,329
"4493","Q8N8V2",283,472
"4494","Q8N8V2",283,476
"4495","Q8N8V2",283,478
"4496","Q8N8V2",283,481
"4497","Q8N8V2",283,485
"4498","Q8N8V2",283,487
"4499","Q8N8V2",283,488
"4500","Q8N8V2",283,491
"4501","Q8N8V2",283,495
"4502","Q8N8V2",283,496
"4519","Q6GN29",89,273
"4521","Q6GN29",89,290
"4531","Q6GN29",242,418
"4532","Q6GN29",242,436
"4537","Q6GN29",242,443
"4553","Q6GN29",242,457
"4554","Q6GN29",242,458
"4567","Q6GN29",246,418
"4568","Q6GN29",246,436
"4573","Q6GN29",246,443
"4579","Q6GN29",246,457
"4580","Q6GN29",246,458
"4593","Q2R224",37,211
"4594","Q2R224",37,212
"4595","Q2R224",37,215
"4596","Q2R224",37,223
"4597","Q2R224",37,226
"4598","Q2R224",37,227
"4614","Q2R224",37,249
"4619","Q2R224",37,250
"4634","Q2R224",37,255
"4635","Q2R224",37,256
"4668","Q2R224",39,211
"4669","Q2R224",39,212
"4670","Q2R224",39,215
"4671","Q2R224",39,223
"4672","Q2R224",39,226
"4673","Q2R224",39,227
"4680","Q2R224",39,249
"4685","Q2R224",39,250
"4700","Q2R224",39,255
"4701","Q2R224",39,256
"4734","Q2R224",54,223
"4735","Q2R224",54,226
"4736","Q2R224",54,227
"4740","Q2R224",54,249
"4745","Q2R224",54,250
"4748","Q2R224",54,255
"4749","Q2R224",54,256
"4779","Q2R224",54,264
"4780","Q2R224",54,266
"4787","Q2R224",54,271
"4805","Q2R224",80,249
"4806","Q2R224",80,250
"4807","Q2R224",80,255
"4808","Q2R224",80,256
"4809","Q2R224",80,264
"4810","Q2R224",80,266
"4811","Q2R224",80,271
"4815","Q2R224",80,288
"4827","Q2R224",327,504
"4828","Q2R224",327,507
"4829","Q2R224",327,510
"4830","Q2R224",327,512
"4831","Q2R224",327,514
"4832","Q2R224",327,533
"4838","Q2R224",327,536
"4892","Q2R224",327,541
"4893","Q2R224",327,545
"4898","Q0JLS6",19,204
"4899","Q0JLS6",19,212
"4900","Q0JLS6",19,215
"4901","Q0JLS6",19,216
"4902","Q0JLS6",19,228
"4907","Q0JLS6",19,230
"4913","Q0JLS6",19,238
"4920","Q0JLS6",19,239
"4926","Q0JLS6",19,244
"4927","Q0JLS6",43,212
"4928","Q0JLS6",43,215
"4929","Q0JLS6",43,216
"4930","Q0JLS6",43,228
"4931","Q0JLS6",43,230
"4937","Q0JLS6",43,238
"4944","Q0JLS6",43,239
"4950","Q0JLS6",43,244
"5008","Q0JLS6",43,253
"5009","Q0JLS6",43,255
"5042","Q0JLS6",69,238
"5043","Q0JLS6",69,239
"5044","Q0JLS6",69,244
"5045","Q0JLS6",69,253
"5046","Q0JLS6",69,255
"5047","Q0JLS6",69,258
"5048","Q0JLS6",69,260
"5049","Q0JLS6",69,261
"5055","Q0JLS6",69,277
"5070","Q0JLS6",316,492
"5071","Q0JLS6",316,495
"5072","Q0JLS6",316,499
"5073","Q0JLS6",316,501
"5074","Q0JLS6",316,503
"5080","Q0JLS6",316,516
"5086","Q0JLS6",316,520
"5097","Q0JLS6",316,524
