"","Protein","Min","Max"
"210","O81283",217,367
"213","O81283",217,375
"214","O81283",379,528
"215","O81283",379,534
"216","O81283",379,535
"217","O81283",379,536
"238","O81283",406,556
"239","O81283",406,558
"242","O81283",406,563
"243","O81283",406,565
"262","O81283",406,570
"263","O81283",451,603
"264","O81283",451,604
"267","O81283",451,619
"268","O81283",606,752
"269","O81283",606,753
"270","O81283",606,756
"271","O81283",606,760
"274","O81283",606,764
"275","O81283",606,766
"278","O81283",606,770
"279","O81283",641,791
"287","O81283",641,806
"291","O81283",856,1005
"292","O81283",856,1011
"293","O81283",856,1014
"294","O81283",861,1005
"295","O81283",861,1011
"296","O81283",861,1014
"297","O81283",897,1057
"298","O81283",1318,1467
"299","O81283",1318,1468
"300","O81283",1318,1469
"301","O81283",1318,1474
"302","O81283",1318,1477
"303","O81283",1318,1482
"304","O81283",1318,1485
"308","O81283",1325,1477
"309","O81283",1325,1482
"310","O81283",1325,1485
"320","O23680",21,169
"321","O23680",21,174
"322","O23680",37,199
"323","O23680",37,201
"324","O23680",42,199
"325","O23680",42,201
"328","O23680",92,239
"329","O23680",92,245
"332","Q38906",23,177
"333","Q38906",23,180
"334","Q38906",23,181
"335","Q38906",39,202
"336","Q38906",44,202
"340","Q38906",44,211
"341","Q38906",94,242
"342","Q38906",94,247
"345","Q38906",143,293
"346","Q38906",143,296
"347","Q38906",143,298
"350","Q38906",143,305
"354","Q38906",148,293
"355","Q38906",148,296
"356","Q38906",148,298
"359","Q38906",148,305
"363","Q9LUS2",45,193
"364","Q9LUS2",45,196
"365","Q9LUS2",45,201
"375","Q9LUS2",132,282
"376","Q9LUS2",457,606
"377","Q9LUS2",457,611
"378","Q9LUS2",457,615
"379","Q9LUS2",462,606
"380","Q9LUS2",462,611
"381","Q9LUS2",462,615
"382","Q9LUS2",498,659
"383","Q9LUS2",498,660
"384","Q9LUS2",498,662
"388","Q9LUS2",914,1066
"389","Q6S5G3",167,325
"390","Q6S5G3",172,325
"391","Q6S5G3",416,562
"392","Q6S5G3",416,570
"393","Q6S5G3",416,572
"395","Q6S5G3",416,578
"396","Q6S5G3",443,588
"397","Q6S5G3",443,591
"398","Q6S5G3",443,592
"399","Q6S5G3",448,604
"400","Q6S5G3",448,605
"403","Q6S5G3",575,725
"404","P70224",9,161
"405","P70224",9,166
"407","P70224",9,170
"412","P70224",14,161
"413","P70224",14,166
"415","P70224",14,170
"418","P70224",14,173
"419","P70224",14,175
"422","P70224",19,166
"423","P70224",19,170
"424","P70224",19,173
"425","P70224",19,175
"434","Q96F15",28,184
"435","Q96F15",28,191
"436","Q96F15",33,184
"437","Q96F15",33,191
"438","Q96F15",38,191
"440","Q96F15",38,199
"442","Q96F15",38,203
"445","Q96F15",43,191
"447","Q96F15",43,199
"449","Q96F15",43,203
"460","Q96F15",70,219
"461","Q96F15",70,225
"464","Q99MI6",5,150
"465","Q99MI6",5,154
"466","Q99MI6",9,166
"467","Q99MI6",13,166
"468","Q99MI6",23,179
"469","Q99MI6",23,184
"470","Q99MI6",23,186
"471","Q99MI6",28,179
"472","Q99MI6",28,184
"473","Q99MI6",28,186
"474","Q75N62",34,180
"475","Q75N62",34,187
"476","Q75N62",34,190
"477","Q75N62",49,209
"480","Q75N62",54,209
"486","Q75N62",59,209
"489","Q75N62",90,245
"490","Q75N62",90,246
"497","Q75N62",151,297
"498","Q75N62",151,298
"499","Q75N62",151,302
"503","Q75N62",247,409
"506","Q75N62",254,409
"509","Q75N62",285,438
"510","Q75N62",285,440
"512","Q75N62",285,446
"514","Q75N62",290,438
"515","Q75N62",290,440
"517","Q75N62",290,446
"519","Q75N62",295,446
"520","Q75N62",295,453
"525","Q75N62",295,463
"526","Q75N62",300,446
"527","Q75N62",300,453
"532","Q75N62",300,463
"533","Q75N62",327,483
"534","Q75N62",327,484
"535","Q75N62",327,488
"542","Q75N62",481,635
"545","Q75N62",486,635
"547","Q75N62",491,656
"549","Q75N62",511,656
"550","Q75N62",511,659
"555","Q75N62",511,668
"557","Q75N62",511,670
"558","Q8WWP7",33,185
"559","Q8WWP7",33,190
"562","Q8WWP7",38,185
"563","Q8WWP7",38,190
"565","Q8WWP7",38,197
"567","Q8WWP7",43,190
"568","Q8WWP7",43,197
"574","Q8WWP7",68,216
"575","Q8WWP7",68,220
"577","Q8WWP7",68,226
"578","Q8WWP7",96,246
"579","Q8WWP7",96,247
"580","Q9NUV9",31,186
"581","Q9NUV9",31,191
"584","Q9NUV9",31,194
"587","Q9NUV9",36,186
"588","Q9NUV9",36,191
"591","Q9NUV9",36,194
"597","Q9NUV9",36,198
"598","Q9NUV9",36,201
"599","Q9NUV9",41,191
"600","Q9NUV9",41,194
"602","Q9NUV9",41,198
"603","Q9NUV9",41,201
"604","Q6P9H5",41,201
"605","Q6P9H5",46,201
"606","Q6P9H5",56,219
"608","Q6P9H5",82,231
"609","Q6P9H5",82,233
"612","A8HYJ1",93,241
"613","Q99JY3",31,191
"614","Q99JY3",31,193
"617","Q99JY3",31,194
"624","Q99JY3",36,191
"625","Q99JY3",36,193
"628","Q99JY3",36,194
"641","Q99JY3",41,191
"642","Q99JY3",41,193
"643","Q99JY3",41,194
"647","Q99JY3",46,210
"648","Q8ND71",11,173
"652","Q8ND71",16,173
"661","Q8ND71",21,173
"666","Q8ND71",26,173
"667","Q8ND71",26,190
"668","Q8ND71",248,401
"671","Q8ND71",248,410
"672","Q8ND71",253,401
"675","Q8ND71",253,410
"680","Q8ND71",258,401
"682","Q8ND71",258,410
"685","Q8ND71",258,420
"686","Q8ND71",263,410
"687","Q8ND71",263,420
"688","Q8ND71",386,544
"689","Q8ND71",386,548
"690","Q8ND71",386,552
"691","Q8ND71",444,598
"692","Q8ND71",449,607
"693","Q8ND71",454,607
"695","Q8ND71",454,614
"698","Q8BWF2",9,158
"699","Q8BWF2",27,183
"700","Q8BWF2",27,188
"701","Q8BWF2",27,190
"702","Q8BWF2",32,183
"703","Q8BWF2",32,188
"704","Q8BWF2",32,190
"705","Q4KLG2",49,203
"706","Q4KLG2",49,208
"708","Q4KLG2",54,203
"709","Q4KLG2",54,208
"715","Q4KLG2",54,219
"716","Q4KLG2",59,203
"717","Q4KLG2",59,208
"720","Q4KLG2",59,219
"721","Q4KLG2",90,245
"725","Q4KLG2",284,437
"726","Q4KLG2",284,445
"728","Q4KLG2",289,437
"729","Q4KLG2",289,445
"731","Q4KLG2",294,445
"732","Q4KLG2",294,452
"736","Q4KLG2",294,456
"739","Q4KLG2",299,445
"740","Q4KLG2",299,452
"744","Q4KLG2",299,456
"751","Q4KLG2",480,635
"754","Q4KLG2",485,635
"756","Q8K3K9",21,169
"757","Q8K3K9",31,191
"758","Q8K3K9",31,193
"761","Q8K3K9",31,194
"768","Q8K3K9",36,191
"769","Q8K3K9",36,193
"772","Q8K3K9",36,194
"785","Q8K3K9",41,191
"786","Q8K3K9",41,193
"787","Q8K3K9",41,194
"791","Q8K3K9",72,227
"793","P54120",107,262
"796","P54120",107,266
"797","P54120",107,270
"800","P54120",107,271
"807","O81025",11,172
"812","O81025",16,172
"820","O81025",21,172
"832","F4HT21",30,196
"833","F4HT21",35,196
"834","F4HT21",40,196
"837","F4HT21",89,248
"841","Q552Z6",157,302
"842","Q552Z6",157,304
"843","Q552Z6",157,312
"844","Q552Z6",157,316
"850","Q9T0F4",23,180
"851","Q9T0F4",23,182
"854","Q9T0F4",33,182
"855","Q9T0F4",33,186
"859","Q9T0F4",43,203
"863","Q9C8U7",163,316
"865","Q9T0F2",32,194
"867","Q9C8U6",157,317
"868","Q9C8U6",157,322
"869","Q9C8V2",22,172
"870","Q9C8V2",22,173
"871","Q9C8V2",22,189
"873","Q9C8V2",27,189
"875","Q9C8V2",32,189
"877","Q9T0F3",53,212
"879","Q9T0F3",53,213
"884","Q9T0F3",53,217
"885","Q9T0F3",233,379
"886","Q9T0F3",233,386
"888","Q9C8V0",41,208
"890","Q9C8V0",46,208
"892","Q9C8V0",51,208
"894","Q9C8V0",68,219
"895","Q9C8V0",68,220
"898","Q9C8V0",144,292
"899","Q9C8V0",144,293
"900","Q9C8V0",144,294
"916","Q9C8V0",179,320
"917","Q9C8V0",179,325
"918","Q9C8U5",29,190
"920","Q9C8U5",34,190
"924","Q9C8U5",39,190
"926","Q9C8U5",44,205
"927","E9PW74",14,157
"928","E9PW74",14,164
"930","E9PW74",14,166
"931","E9PW74",19,175
"932","E9PW74",24,175
"933","Q8K349",32,181
"934","Q8K349",32,185
"936","Q8K349",32,197
"945","Q8K349",88,245
"946","Q8K349",88,251
"947","Q8K349",104,263
"948","Q8K349",109,263
"950","Q8K349",114,263
"951","Q8K349",145,301
"954","Q5FVN6",45,201
"955","Q5FVN6",45,202
"956","Q5FVN6",103,262
"957","Q5FVN6",108,262
"959","Q5FVN6",113,262
"960","Q5FVN6",144,299
"961","Q5FVN6",144,300
"966","G3MZQ6",18,174
"967","G3MZQ6",23,174
"968","P0DJR0",19,175
"969","P0DJR0",24,175
"970","A5PKB7",94,258
"971","A5PKB7",99,258
"973","A5PKB7",104,258
"974","B0BMZ3",8,163
"975","B0BMZ3",8,165
"976","B0BMZ3",8,166
"980","B0BMZ3",13,163
"981","B0BMZ3",13,165
"982","B0BMZ3",13,166
"983","B0BMZ3",18,174
"984","B0BMZ3",23,174
